question_id,related_question_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,w2v_cosine_similarity,relevance
Q306,Q306_R20,Q306_R20_C4,0.769,137,0.972,0.755,Good
Q306,Q306_R20,Q306_R20_C5,0.87,132,0.964,0.731,PotentiallyUseful
Q306,Q306_R20,Q306_R20_C6,0.817,371,0.977,0.776,Good
Q306,Q306_R20,Q306_R20_C7,0.756,2,0.97,0.669,Bad
Q306,Q306_R20,Q306_R20_C8,0.851,44,0.955,0.697,Good
Q306,Q306_R20,Q306_R20_C9,0.841,53,0.973,0.711,Bad
Q306,Q306_R20,Q306_R20_C10,0.926,4,0.958,0.562,Good
Q306,Q306_R47,Q306_R47_C1,0.868,558,0.963,0.513,Good
Q306,Q306_R47,Q306_R47_C2,0.897,27,0.944,0.369,Bad
Q306,Q306_R47,Q306_R47_C3,0.915,505,0.942,0.352,Good
Q306,Q306_R47,Q306_R47_C4,0.912,184,0.938,0.175,Bad
Q306,Q306_R47,Q306_R47_C5,0.872,261,0.95,0.462,PotentiallyUseful
Q306,Q306_R47,Q306_R47_C6,0.932,124,0.953,0.268,Bad
Q306,Q306_R47,Q306_R47_C7,0.967,248,0.901,0.149,Bad
Q306,Q306_R47,Q306_R47_C8,0.963,264,0.883,0.261,Bad
Q306,Q306_R47,Q306_R47_C9,0.981,272,0.848,0.334,Bad
Q306,Q306_R47,Q306_R47_C10,0.981,269,0.75,-0.021,Bad
Q306,Q306_R54,Q306_R54_C1,0.838,84,0.959,0.415,Good
Q306,Q306_R54,Q306_R54_C2,0.875,181,0.947,0.516,Bad
Q306,Q306_R54,Q306_R54_C3,0.914,217,0.935,0.501,Bad
Q306,Q306_R54,Q306_R54_C4,0.778,61,0.961,0.501,PotentiallyUseful
Q306,Q306_R54,Q306_R54_C5,0.862,370,0.977,0.499,Good
Q306,Q306_R54,Q306_R54_C6,0.844,137,0.957,0.445,Bad
Q306,Q306_R54,Q306_R54_C7,0.919,205,0.92,0.394,Bad
Q306,Q306_R54,Q306_R54_C8,0.824,31,0.961,0.385,PotentiallyUseful
Q306,Q306_R54,Q306_R54_C9,0.983,237,0.924,0.319,Bad
Q306,Q306_R54,Q306_R54_C10,0.902,192,0.948,0.235,Bad
Q306,Q306_R57,Q306_R57_C1,0.863,38,0.967,0.507,Good
Q306,Q306_R57,Q306_R57_C2,0.893,245,0.945,0.518,PotentiallyUseful
Q306,Q306_R57,Q306_R57_C3,0.93,272,0.815,0.076,Bad
Q306,Q306_R57,Q306_R57_C4,0.954,316,0.798,0.135,Bad
Q306,Q306_R57,Q306_R57_C5,0.844,377,0.976,0.494,Bad
Q306,Q306_R57,Q306_R57_C6,0.876,146,0.952,0.329,Good
Q306,Q306_R57,Q306_R57_C7,0.849,441,0.981,0.664,Bad
Q306,Q306_R57,Q306_R57_C8,0.859,383,0.96,0.353,Good
Q306,Q306_R57,Q306_R57_C9,0.924,315,0.931,0.53,Bad
Q306,Q306_R57,Q306_R57_C10,0.976,185,0.923,0.284,PotentiallyUseful
Q306,Q306_R58,Q306_R58_C1,0.878,55,0.926,0.473,Good
Q306,Q306_R58,Q306_R58_C2,0.927,425,0.898,0.302,Good
Q306,Q306_R58,Q306_R58_C3,0.832,442,0.952,0.674,Bad
Q306,Q306_R58,Q306_R58_C4,0.886,113,0.879,0.327,Bad
Q306,Q306_R58,Q306_R58_C5,0.909,97,0.852,0.288,Bad
Q306,Q306_R58,Q306_R58_C6,0.917,491,0.908,0.275,Good
Q306,Q306_R58,Q306_R58_C7,0.929,89,0.913,0.424,Bad
Q306,Q306_R58,Q306_R58_C8,0.898,603,0.932,0.472,Good
Q306,Q306_R58,Q306_R58_C9,0.896,105,0.923,0.319,Bad
Q306,Q306_R58,Q306_R58_C10,0.992,477,0.933,0.439,Bad
Q306,Q306_R72,Q306_R72_C1,1.0,62,0.44,0.04,Good
Q306,Q306_R72,Q306_R72_C2,1.0,52,0.834,0.272,Good
Q306,Q306_R72,Q306_R72_C3,0.833,14,0.907,0.422,Bad
Q306,Q306_R72,Q306_R72_C4,0.872,88,0.914,0.26,Bad
Q306,Q306_R72,Q306_R72_C5,0.963,20,0.901,0.318,Bad
Q306,Q306_R72,Q306_R72_C6,0.8,9,0.911,0.467,Bad
Q306,Q306_R72,Q306_R72_C7,1.0,41,0.561,0.273,Good
Q306,Q306_R72,Q306_R72_C8,0.9,79,0.932,0.236,Bad
Q306,Q306_R72,Q306_R72_C9,0.961,344,0.922,0.177,Bad
Q306,Q306_R72,Q306_R72_C10,0.953,932,0.924,0.129,Bad
Q307,Q307_R3,Q307_R3_C1,0.952,12,0.724,0.393,Good
Q307,Q307_R3,Q307_R3_C2,0.889,19,0.848,0.476,Bad
Q307,Q307_R3,Q307_R3_C3,0.969,103,0.775,0.128,Bad
Q307,Q307_R3,Q307_R3_C4,0.955,193,0.815,0.385,PotentiallyUseful
Q307,Q307_R3,Q307_R3_C5,1.0,43,0.75,0.046,Bad
Q307,Q307_R3,Q307_R3_C6,1.0,22,0.0,0.026,Bad
Q307,Q307_R3,Q307_R3_C7,1.0,0,0.718,-0.043,Bad
Q307,Q307_R3,Q307_R3_C8,0.976,542,0.824,0.343,Good
Q307,Q307_R3,Q307_R3_C9,0.981,231,0.825,0.275,Bad
Q307,Q307_R3,Q307_R3_C10,1.0,363,0.828,0.317,Good
Q307,Q307_R5,Q307_R5_C1,0.976,368,0.888,0.217,Bad
Q307,Q307_R5,Q307_R5_C2,0.885,199,0.971,0.535,Good
Q307,Q307_R5,Q307_R5_C3,0.989,355,0.746,-0.064,Bad
Q307,Q307_R5,Q307_R5_C4,0.939,361,0.941,0.385,Bad
Q307,Q307_R5,Q307_R5_C5,1.0,362,0.904,0.456,PotentiallyUseful
Q307,Q307_R5,Q307_R5_C6,0.966,340,0.919,0.119,Good
Q307,Q307_R5,Q307_R5_C7,0.922,305,0.955,0.528,Good
Q307,Q307_R5,Q307_R5_C8,0.879,282,0.956,0.614,Bad
Q307,Q307_R5,Q307_R5_C9,0.894,25,0.954,0.468,Good
Q307,Q307_R5,Q307_R5_C10,0.916,62,0.963,0.594,Good
Q307,Q307_R7,Q307_R7_C1,0.899,295,0.878,0.278,Good
Q307,Q307_R7,Q307_R7_C2,0.897,192,0.958,0.612,Bad
Q307,Q307_R7,Q307_R7_C3,0.888,127,0.962,0.482,Good
Q307,Q307_R7,Q307_R7_C4,0.845,14,0.979,0.637,Good
Q307,Q307_R7,Q307_R7_C5,0.892,136,0.934,0.594,Bad
Q307,Q307_R7,Q307_R7_C6,0.882,201,0.949,0.45,Bad
Q307,Q307_R7,Q307_R7_C7,0.943,173,0.956,0.378,Bad
Q307,Q307_R7,Q307_R7_C8,0.901,248,0.932,0.446,Bad
Q307,Q307_R7,Q307_R7_C9,0.986,308,0.851,0.097,Bad
Q307,Q307_R7,Q307_R7_C10,0.881,62,0.966,0.548,Good
Q307,Q307_R9,Q307_R9_C1,0.863,38,0.967,0.507,Good
Q307,Q307_R9,Q307_R9_C2,0.893,245,0.945,0.518,PotentiallyUseful
Q307,Q307_R9,Q307_R9_C3,0.93,272,0.815,0.076,Bad
Q307,Q307_R9,Q307_R9_C4,0.954,316,0.798,0.135,Bad
Q307,Q307_R9,Q307_R9_C5,0.844,377,0.976,0.494,Bad
Q307,Q307_R9,Q307_R9_C6,0.876,146,0.952,0.329,Good
Q307,Q307_R9,Q307_R9_C7,0.849,441,0.981,0.664,Bad
Q307,Q307_R9,Q307_R9_C8,0.859,383,0.96,0.353,Good
Q307,Q307_R9,Q307_R9_C9,0.924,315,0.931,0.53,Bad
Q307,Q307_R9,Q307_R9_C10,0.976,185,0.923,0.284,PotentiallyUseful
Q307,Q307_R12,Q307_R12_C1,0.787,272,0.988,0.623,Good
Q307,Q307_R12,Q307_R12_C2,0.884,269,0.965,0.554,Good
Q307,Q307_R12,Q307_R12_C3,0.856,559,0.974,0.429,Good
Q307,Q307_R12,Q307_R12_C4,0.845,417,0.976,0.613,Good
Q307,Q307_R12,Q307_R12_C5,0.863,15,0.946,0.267,Good
Q307,Q307_R12,Q307_R12_C6,0.822,559,0.983,0.417,PotentiallyUseful
Q307,Q307_R12,Q307_R12_C7,0.981,232,0.953,0.38,Bad
Q307,Q307_R12,Q307_R12_C8,0.966,357,0.872,0.165,Bad
Q307,Q307_R12,Q307_R12_C9,0.898,102,0.977,0.533,Good
Q307,Q307_R12,Q307_R12_C10,0.886,111,0.964,0.594,Bad
Q307,Q307_R15,Q307_R15_C1,0.944,313,0.907,-0.002,Bad
Q307,Q307_R15,Q307_R15_C2,0.912,302,0.864,0.413,Good
Q307,Q307_R15,Q307_R15_C3,0.871,100,0.948,0.29,PotentiallyUseful
Q307,Q307_R15,Q307_R15_C4,0.835,117,0.944,0.508,Good
Q307,Q307_R15,Q307_R15_C5,1.0,394,0.62,0.102,Bad
Q307,Q307_R15,Q307_R15_C6,0.968,371,0.784,0.156,Bad
Q307,Q307_R15,Q307_R15_C7,0.985,343,0.818,0.161,Bad
Q307,Q307_R15,Q307_R15_C8,0.904,272,0.936,0.309,Bad
Q307,Q307_R15,Q307_R15_C9,0.923,256,0.952,0.442,Bad
Q307,Q307_R15,Q307_R15_C10,0.929,202,0.952,0.318,Bad
Q307,Q307_R23,Q307_R23_C1,0.887,202,0.934,0.44,Good
Q307,Q307_R23,Q307_R23_C2,0.824,80,0.967,0.361,Bad
Q307,Q307_R23,Q307_R23_C3,0.837,14,0.961,0.523,Good
Q307,Q307_R23,Q307_R23_C4,0.847,655,0.975,0.509,Good
Q307,Q307_R23,Q307_R23_C5,0.87,230,0.958,0.28,Bad
Q307,Q307_R23,Q307_R23_C6,0.89,153,0.96,0.158,Good
Q307,Q307_R23,Q307_R23_C7,1.0,337,0.704,-0.063,Bad
Q307,Q307_R23,Q307_R23_C8,0.929,255,0.927,0.087,Bad
Q307,Q307_R23,Q307_R23_C9,0.905,118,0.9,0.029,Bad
Q307,Q307_R23,Q307_R23_C10,0.856,255,0.971,0.468,Good
Q307,Q307_R35,Q307_R35_C1,0.944,270,0.929,0.048,Bad
Q307,Q307_R35,Q307_R35_C2,0.9,304,0.957,0.501,PotentiallyUseful
Q307,Q307_R35,Q307_R35_C3,0.943,98,0.917,0.096,Bad
Q307,Q307_R35,Q307_R35_C4,0.961,211,0.947,-0.044,Good
Q307,Q307_R35,Q307_R35_C5,0.938,198,0.931,-0.088,Good
Q307,Q307_R35,Q307_R35_C6,0.961,359,0.899,-0.005,Bad
Q307,Q307_R35,Q307_R35_C7,0.927,233,0.945,0.016,Bad
Q307,Q307_R35,Q307_R35_C8,0.896,71,0.947,0.1,Good
Q307,Q307_R35,Q307_R35_C9,0.877,57,0.962,0.371,Good
Q307,Q307_R35,Q307_R35_C10,0.914,167,0.957,0.383,Bad
Q307,Q307_R36,Q307_R36_C1,0.833,73,0.941,0.607,Bad
Q307,Q307_R36,Q307_R36_C2,0.972,85,0.869,0.207,Good
Q307,Q307_R36,Q307_R36_C3,0.973,96,0.868,0.153,Bad
Q307,Q307_R36,Q307_R36_C4,0.974,87,0.892,0.172,PotentiallyUseful
Q307,Q307_R36,Q307_R36_C5,0.947,75,0.859,0.114,PotentiallyUseful
Q307,Q307_R36,Q307_R36_C6,0.917,225,0.954,0.551,PotentiallyUseful
Q307,Q307_R36,Q307_R36_C7,0.929,625,0.959,0.45,Good
Q307,Q307_R36,Q307_R36_C8,0.929,589,0.948,0.316,Good
Q307,Q307_R36,Q307_R36_C9,0.903,347,0.962,0.406,Good
Q307,Q307_R36,Q307_R36_C10,0.973,98,0.907,0.323,Bad
Q307,Q307_R45,Q307_R45_C1,0.881,620,0.942,0.239,Bad
Q307,Q307_R45,Q307_R45_C2,0.893,192,0.944,0.31,Bad
Q307,Q307_R45,Q307_R45_C3,0.929,312,0.881,0.188,PotentiallyUseful
Q307,Q307_R45,Q307_R45_C4,1.0,376,0.499,0.102,Bad
Q307,Q307_R45,Q307_R45_C5,0.889,62,0.905,0.568,Good
Q307,Q307_R45,Q307_R45_C6,0.958,322,0.879,0.234,Bad
Q307,Q307_R45,Q307_R45_C7,0.911,237,0.903,0.207,Bad
Q307,Q307_R45,Q307_R45_C8,0.958,316,0.864,0.186,Bad
Q307,Q307_R45,Q307_R45_C9,0.932,284,0.923,0.197,Good
Q307,Q307_R45,Q307_R45_C10,0.897,52,0.946,0.15,Bad
Q308,Q308_R14,Q308_R14_C1,0.901,215,0.958,0.295,PotentiallyUseful
Q308,Q308_R14,Q308_R14_C2,0.978,245,0.841,0.172,Bad
Q308,Q308_R14,Q308_R14_C3,0.902,183,0.942,0.352,Bad
Q308,Q308_R14,Q308_R14_C4,0.976,240,0.752,0.135,Bad
Q308,Q308_R14,Q308_R14_C5,0.919,14,0.93,-0.069,Good
Q308,Q308_R14,Q308_R14_C6,0.915,219,0.909,0.162,Bad
Q308,Q308_R14,Q308_R14_C7,1.0,221,0.895,0.031,Bad
Q308,Q308_R14,Q308_R14_C8,0.978,240,0.84,-0.016,Bad
Q308,Q308_R14,Q308_R14_C9,1.0,98,0.925,0.061,Bad
Q308,Q308_R14,Q308_R14_C10,0.981,178,0.912,0.311,Bad
Q308,Q308_R17,Q308_R17_C1,1.0,269,0.811,0.197,Bad
Q308,Q308_R17,Q308_R17_C2,0.984,298,0.825,0.066,Bad
Q308,Q308_R17,Q308_R17_C3,0.971,248,0.879,-0.06,Good
Q308,Q308_R17,Q308_R17_C4,1.0,277,0.776,0.012,Bad
Q308,Q308_R17,Q308_R17_C5,1.0,280,0.744,0.012,Bad
Q308,Q308_R17,Q308_R17_C6,0.971,257,0.924,0.138,Bad
Q308,Q308_R17,Q308_R17_C7,0.983,302,0.366,0.121,Good
Q308,Q308_R17,Q308_R17_C8,1.0,321,0.58,0.192,Bad
Q308,Q308_R17,Q308_R17_C9,0.95,289,0.851,0.24,Bad
Q308,Q308_R17,Q308_R17_C10,0.955,219,0.867,0.131,Good
Q308,Q308_R22,Q308_R22_C1,0.906,22,0.791,0.393,Bad
Q308,Q308_R22,Q308_R22_C2,0.968,67,0.832,0.364,Bad
Q308,Q308_R22,Q308_R22_C3,0.92,105,0.93,0.304,PotentiallyUseful
Q308,Q308_R22,Q308_R22_C4,0.909,573,0.916,0.42,PotentiallyUseful
Q308,Q308_R22,Q308_R22_C5,0.9,316,0.916,0.453,Good
Q308,Q308_R22,Q308_R22_C6,0.968,51,0.904,0.327,Good
Q308,Q308_R22,Q308_R22_C7,0.926,442,0.948,0.442,Bad
Q308,Q308_R22,Q308_R22_C8,1.0,98,0.0,0.074,Bad
Q308,Q308_R22,Q308_R22_C9,0.912,256,0.893,0.278,Good
Q308,Q308_R22,Q308_R22_C10,0.938,897,0.896,0.235,Good
Q308,Q308_R23,Q308_R23_C1,0.831,68,0.974,0.494,Good
Q308,Q308_R23,Q308_R23_C2,0.908,142,0.932,0.309,Good
Q308,Q308_R23,Q308_R23_C3,0.982,255,0.751,0.197,Good
Q308,Q308_R23,Q308_R23_C4,0.838,73,0.956,0.605,PotentiallyUseful
Q308,Q308_R23,Q308_R23_C5,0.835,87,0.964,0.373,PotentiallyUseful
Q308,Q308_R23,Q308_R23_C6,0.88,80,0.964,0.297,PotentiallyUseful
Q308,Q308_R23,Q308_R23_C7,0.874,442,0.957,0.219,PotentiallyUseful
Q308,Q308_R23,Q308_R23_C8,0.859,171,0.948,0.245,Good
Q308,Q308_R23,Q308_R23_C9,0.872,40,0.946,0.282,Bad
Q308,Q308_R23,Q308_R23_C10,0.947,114,0.945,0.309,Good
Q308,Q308_R27,Q308_R27_C1,0.959,245,0.919,0.277,Bad
Q308,Q308_R27,Q308_R27_C2,0.984,294,0.877,0.196,Bad
Q308,Q308_R27,Q308_R27_C3,0.896,242,0.931,0.314,Bad
Q308,Q308_R27,Q308_R27_C4,0.984,311,0.799,0.102,Bad
Q308,Q308_R27,Q308_R27_C5,0.929,243,0.935,0.089,Bad
Q308,Q308_R27,Q308_R27_C6,0.972,249,0.891,0.066,Bad
Q308,Q308_R27,Q308_R27_C7,0.887,223,0.953,0.329,Bad
Q308,Q308_R27,Q308_R27_C8,0.897,179,0.952,0.468,Bad
Q308,Q308_R27,Q308_R27_C9,0.877,204,0.942,0.36,Bad
Q308,Q308_R27,Q308_R27_C10,0.953,284,0.89,0.171,Bad
Q308,Q308_R32,Q308_R32_C1,0.95,39,0.927,0.551,PotentiallyUseful
Q308,Q308_R32,Q308_R32_C2,0.948,209,0.908,0.328,Good
Q308,Q308_R32,Q308_R32_C3,0.902,28,0.834,0.259,Good
Q308,Q308_R32,Q308_R32_C4,0.927,287,0.893,0.265,Good
Q308,Q308_R32,Q308_R32_C5,0.86,63,0.853,0.323,Good
Q308,Q308_R32,Q308_R32_C6,0.947,257,0.902,0.383,PotentiallyUseful
Q308,Q308_R32,Q308_R32_C7,0.918,349,0.92,0.404,Bad
Q308,Q308_R32,Q308_R32_C8,0.911,19,0.933,0.401,Bad
Q308,Q308_R32,Q308_R32_C9,0.978,6,0.913,0.336,Bad
Q308,Q308_R32,Q308_R32_C10,1.0,69,0.805,0.095,Bad
Q308,Q308_R40,Q308_R40_C1,0.962,12,0.89,0.487,Bad
Q308,Q308_R40,Q308_R40_C2,0.923,155,0.924,0.358,Good
Q308,Q308_R40,Q308_R40_C3,0.88,24,0.906,0.425,Bad
Q308,Q308_R40,Q308_R40_C4,0.783,11,0.905,0.354,Bad
Q308,Q308_R40,Q308_R40_C5,0.871,48,0.92,0.299,Bad
Q308,Q308_R40,Q308_R40_C6,0.839,32,0.923,0.459,Bad
Q308,Q308_R40,Q308_R40_C7,0.878,133,0.932,0.478,PotentiallyUseful
Q308,Q308_R40,Q308_R40_C8,0.925,143,0.927,0.318,Bad
Q308,Q308_R40,Q308_R40_C9,0.958,35,0.879,0.31,Bad
Q308,Q308_R40,Q308_R40_C10,0.957,34,0.885,0.426,Bad
Q308,Q308_R41,Q308_R41_C1,0.971,142,0.883,0.537,Good
Q308,Q308_R41,Q308_R41_C2,0.915,80,0.908,0.431,Bad
Q308,Q308_R41,Q308_R41_C3,0.872,97,0.91,0.301,Bad
Q308,Q308_R41,Q308_R41_C4,0.941,143,0.865,0.372,Bad
Q308,Q308_R41,Q308_R41_C5,0.957,67,0.91,0.466,Good
Q308,Q308_R41,Q308_R41_C6,0.953,81,0.954,0.511,Bad
Q308,Q308_R41,Q308_R41_C7,1.0,144,0.771,0.115,Bad
Q308,Q308_R41,Q308_R41_C8,0.943,135,0.772,0.122,Good
Q308,Q308_R41,Q308_R41_C9,0.911,79,0.899,0.306,Good
Q308,Q308_R41,Q308_R41_C10,0.854,67,0.881,0.21,Bad
Q308,Q308_R48,Q308_R48_C1,0.936,66,0.93,0.444,Good
Q308,Q308_R48,Q308_R48_C2,0.88,0,0.923,0.239,Bad
Q308,Q308_R48,Q308_R48_C3,0.912,2,0.958,0.412,Good
Q308,Q308_R48,Q308_R48_C4,0.906,92,0.96,0.562,Bad
Q308,Q308_R48,Q308_R48_C5,0.852,60,0.924,0.146,Good
Q308,Q308_R48,Q308_R48_C6,0.941,47,0.937,0.548,Good
Q308,Q308_R48,Q308_R48_C7,0.891,72,0.946,0.342,Good
Q308,Q308_R48,Q308_R48_C8,0.865,1,0.907,0.17,Good
Q308,Q308_R48,Q308_R48_C9,0.927,80,0.918,0.398,Bad
Q308,Q308_R48,Q308_R48_C10,0.947,91,0.78,0.223,Good
Q308,Q308_R53,Q308_R53_C1,0.856,46,0.956,0.607,Good
Q308,Q308_R53,Q308_R53_C2,0.851,217,0.955,0.66,PotentiallyUseful
Q308,Q308_R53,Q308_R53_C3,1.0,286,0.873,0.126,Bad
Q308,Q308_R53,Q308_R53_C4,0.874,480,0.938,0.223,PotentiallyUseful
Q308,Q308_R53,Q308_R53_C5,0.782,79,0.969,0.558,Bad
Q308,Q308_R53,Q308_R53_C6,0.953,264,0.836,0.493,PotentiallyUseful
Q308,Q308_R53,Q308_R53_C7,0.88,238,0.95,0.44,Bad
Q308,Q308_R53,Q308_R53_C8,0.886,170,0.966,0.481,PotentiallyUseful
Q308,Q308_R53,Q308_R53_C9,0.904,206,0.946,0.362,PotentiallyUseful
Q308,Q308_R53,Q308_R53_C10,0.872,21,0.966,0.625,PotentiallyUseful
Q309,Q309_R1,Q309_R1_C1,0.875,188,0.945,0.728,Good
Q309,Q309_R1,Q309_R1_C2,0.891,404,0.939,0.6,PotentiallyUseful
Q309,Q309_R1,Q309_R1_C3,0.929,37,0.93,0.367,Good
Q309,Q309_R1,Q309_R1_C4,0.775,51,0.979,0.699,Bad
Q309,Q309_R1,Q309_R1_C5,0.818,30,0.969,0.738,Bad
Q309,Q309_R1,Q309_R1_C6,0.863,85,0.971,0.672,Bad
Q309,Q309_R1,Q309_R1_C7,0.9,188,0.956,0.624,Bad
Q309,Q309_R1,Q309_R1_C8,0.897,183,0.949,0.643,Bad
Q309,Q309_R1,Q309_R1_C9,0.948,144,0.913,0.48,Bad
Q309,Q309_R1,Q309_R1_C10,0.853,169,0.96,0.793,Bad
Q309,Q309_R4,Q309_R4_C1,0.948,354,0.912,0.378,PotentiallyUseful
Q309,Q309_R4,Q309_R4_C2,0.972,386,0.885,0.552,Good
Q309,Q309_R4,Q309_R4_C3,0.895,325,0.943,0.614,Bad
Q309,Q309_R4,Q309_R4_C4,0.877,342,0.966,0.661,Bad
Q309,Q309_R4,Q309_R4_C5,0.877,342,0.966,0.661,Bad
Q309,Q309_R4,Q309_R4_C6,0.879,200,0.943,0.557,Good
Q309,Q309_R4,Q309_R4_C7,0.882,334,0.955,0.553,Good
Q309,Q309_R4,Q309_R4_C8,0.934,353,0.932,0.56,Good
Q309,Q309_R4,Q309_R4_C9,0.795,278,0.984,0.732,Bad
Q309,Q309_R4,Q309_R4_C10,0.826,58,0.974,0.701,Good
Q309,Q309_R9,Q309_R9_C1,0.925,122,0.925,0.544,Good
Q309,Q309_R9,Q309_R9_C2,0.837,100,0.949,0.602,Good
Q309,Q309_R9,Q309_R9_C3,0.953,121,0.916,0.546,Good
Q309,Q309_R9,Q309_R9_C4,0.895,129,0.955,0.666,Good
Q309,Q309_R9,Q309_R9_C5,0.884,101,0.962,0.726,Good
Q309,Q309_R9,Q309_R9_C6,0.925,128,0.908,0.381,Bad
Q309,Q309_R9,Q309_R9_C7,0.88,58,0.95,0.658,Bad
Q309,Q309_R9,Q309_R9_C8,0.923,129,0.872,0.399,PotentiallyUseful
Q309,Q309_R9,Q309_R9_C9,0.959,66,0.872,0.28,Good
Q309,Q309_R9,Q309_R9_C10,0.951,131,0.773,0.468,PotentiallyUseful
Q309,Q309_R11,Q309_R11_C1,0.814,60,0.925,0.735,Good
Q309,Q309_R11,Q309_R11_C2,0.864,57,0.915,0.558,Bad
Q309,Q309_R11,Q309_R11_C3,0.852,131,0.927,0.654,Good
Q309,Q309_R11,Q309_R11_C4,0.863,549,0.963,0.728,Bad
Q309,Q309_R11,Q309_R11_C5,0.846,7,0.919,0.576,Bad
Q309,Q309_R11,Q309_R11_C6,0.917,149,0.938,0.662,Good
Q309,Q309_R11,Q309_R11_C7,0.875,313,0.952,0.72,Bad
Q309,Q309_R11,Q309_R11_C8,0.93,247,0.926,0.329,Good
Q309,Q309_R11,Q309_R11_C9,0.923,87,0.949,0.619,PotentiallyUseful
Q309,Q309_R11,Q309_R11_C10,0.927,103,0.942,0.577,PotentiallyUseful
Q309,Q309_R12,Q309_R12_C1,0.986,420,0.807,0.428,Good
Q309,Q309_R12,Q309_R12_C2,0.925,407,0.844,0.703,Bad
Q309,Q309_R12,Q309_R12_C3,0.923,320,0.891,0.612,PotentiallyUseful
Q309,Q309_R12,Q309_R12_C4,0.826,356,0.944,0.748,Bad
Q309,Q309_R12,Q309_R12_C5,0.851,242,0.952,0.66,Good
Q309,Q309_R12,Q309_R12_C6,0.831,192,0.967,0.738,Good
Q309,Q309_R12,Q309_R12_C7,0.98,207,0.957,0.666,Good
Q309,Q309_R12,Q309_R12_C8,0.899,383,0.893,0.728,Bad
Q309,Q309_R12,Q309_R12_C9,0.824,144,0.967,0.742,Bad
Q309,Q309_R12,Q309_R12_C10,0.827,318,0.969,0.82,Bad
Q309,Q309_R19,Q309_R19_C1,0.912,34,0.931,0.234,Bad
Q309,Q309_R19,Q309_R19_C2,0.923,135,0.912,0.261,Bad
Q309,Q309_R19,Q309_R19_C3,0.833,64,0.961,0.562,Bad
Q309,Q309_R19,Q309_R19_C4,1.0,252,0.76,0.205,PotentiallyUseful
Q309,Q309_R19,Q309_R19_C5,0.831,13,0.977,0.656,PotentiallyUseful
Q309,Q309_R19,Q309_R19_C6,0.831,13,0.977,0.656,PotentiallyUseful
Q309,Q309_R19,Q309_R19_C7,0.958,236,0.823,0.129,Bad
Q309,Q309_R19,Q309_R19_C8,0.958,96,0.915,0.254,Bad
Q309,Q309_R19,Q309_R19_C9,0.907,182,0.773,0.188,Bad
Q309,Q309_R19,Q309_R19_C10,0.94,121,0.952,0.336,Bad
Q309,Q309_R23,Q309_R23_C1,0.821,88,0.908,0.559,Good
Q309,Q309_R23,Q309_R23_C2,0.837,74,0.928,0.665,Good
Q309,Q309_R23,Q309_R23_C3,0.831,35,0.951,0.576,PotentiallyUseful
Q309,Q309_R23,Q309_R23_C4,0.8,46,0.926,0.647,Good
Q309,Q309_R23,Q309_R23_C5,1.0,130,0.806,0.235,Good
Q309,Q309_R23,Q309_R23_C6,0.944,140,0.759,0.313,Good
Q309,Q309_R23,Q309_R23_C7,0.917,43,0.917,0.579,Bad
Q309,Q309_R23,Q309_R23_C8,0.872,60,0.94,0.703,PotentiallyUseful
Q309,Q309_R23,Q309_R23_C9,0.973,143,0.79,0.554,Bad
Q309,Q309_R23,Q309_R23_C10,0.878,39,0.943,0.662,Good
Q309,Q309_R26,Q309_R26_C1,0.851,66,0.952,0.677,Good
Q309,Q309_R26,Q309_R26_C2,0.896,317,0.956,0.48,Good
Q309,Q309_R26,Q309_R26_C3,0.867,208,0.958,0.698,Bad
Q309,Q309_R26,Q309_R26_C4,0.892,53,0.967,0.634,Good
Q309,Q309_R26,Q309_R26_C5,0.944,96,0.971,0.563,PotentiallyUseful
Q309,Q309_R26,Q309_R26_C6,0.918,218,0.927,0.674,PotentiallyUseful
Q309,Q309_R26,Q309_R26_C7,0.933,147,0.952,0.706,PotentiallyUseful
Q309,Q309_R26,Q309_R26_C8,0.829,189,0.99,0.745,Bad
Q309,Q309_R26,Q309_R26_C9,0.803,153,0.955,0.69,Bad
Q309,Q309_R26,Q309_R26_C10,0.841,19,0.967,0.705,Bad
Q309,Q309_R29,Q309_R29_C1,0.821,94,0.955,0.62,Good
Q309,Q309_R29,Q309_R29_C2,0.902,73,0.916,0.23,Bad
Q309,Q309_R29,Q309_R29_C3,0.94,68,0.92,0.154,Bad
Q309,Q309_R29,Q309_R29_C4,0.946,147,0.903,0.472,Bad
Q309,Q309_R29,Q309_R29_C5,0.956,102,0.913,0.117,Bad
Q309,Q309_R29,Q309_R29_C6,0.903,43,0.942,0.37,Bad
Q309,Q309_R29,Q309_R29_C7,0.911,86,0.921,0.056,Bad
Q309,Q309_R29,Q309_R29_C8,0.961,69,0.933,0.23,Bad
Q309,Q309_R29,Q309_R29_C9,0.92,65,0.927,0.35,Bad
Q309,Q309_R29,Q309_R29_C10,0.949,129,0.892,0.403,Bad
Q309,Q309_R61,Q309_R61_C1,0.934,195,0.914,0.48,PotentiallyUseful
Q309,Q309_R61,Q309_R61_C2,0.793,160,0.945,0.662,PotentiallyUseful
Q309,Q309_R61,Q309_R61_C3,0.918,187,0.932,0.393,PotentiallyUseful
Q309,Q309_R61,Q309_R61_C4,0.873,239,0.945,0.561,Good
Q309,Q309_R61,Q309_R61_C5,0.899,127,0.936,0.389,PotentiallyUseful
