original_id,related_question_id,jaccard_distance,length_difference,cosine_similarity,relevance
Q153,Q153_R7,0.943,112,0.892,Irrelevant
Q153,Q153_R12,0.942,216,0.926,Irrelevant
Q153,Q153_R25,0.961,205,0.885,Irrelevant
Q153,Q153_R29,0.93,405,0.935,Irrelevant
Q153,Q153_R31,0.938,294,0.953,Irrelevant
Q153,Q153_R36,0.952,297,0.914,Irrelevant
Q153,Q153_R40,0.905,17,0.854,Relevant
Q153,Q153_R46,0.917,44,0.864,Irrelevant
Q153,Q153_R52,0.974,95,0.892,Irrelevant
Q154,Q154_R2,1.0,118,0.787,Relevant
Q154,Q154_R6,0.957,211,0.834,Relevant
Q154,Q154_R7,0.984,332,0.834,Relevant
Q154,Q154_R17,1.0,119,0.836,Relevant
Q154,Q154_R20,0.962,408,0.793,Irrelevant
Q154,Q154_R22,0.979,220,0.82,Relevant
Q154,Q154_R40,1.0,61,0.807,Relevant
Q154,Q154_R43,1.0,172,0.793,Relevant
Q154,Q154_R46,1.0,38,0.0,Irrelevant
Q154,Q154_R62,0.98,225,0.836,Relevant
Q155,Q155_R2,0.821,136,0.978,PerfectMatch
Q155,Q155_R6,0.828,194,0.94,PerfectMatch
Q155,Q155_R7,0.905,96,0.945,PerfectMatch
Q155,Q155_R8,0.879,210,0.939,PerfectMatch
Q155,Q155_R20,0.849,62,0.966,Irrelevant
Q155,Q155_R23,1.0,261,0.0,PerfectMatch
Q155,Q155_R27,0.859,16,0.965,Relevant
Q155,Q155_R30,0.897,207,0.918,PerfectMatch
Q155,Q155_R31,0.802,100,0.982,Irrelevant
Q155,Q155_R33,0.844,161,0.972,PerfectMatch
Q156,Q156_R11,0.91,262,0.951,Irrelevant
Q156,Q156_R13,0.835,57,0.973,Irrelevant
Q156,Q156_R16,0.832,66,0.966,Irrelevant
Q156,Q156_R18,0.873,155,0.97,Irrelevant
Q156,Q156_R22,0.86,205,0.964,Irrelevant
Q156,Q156_R23,0.864,241,0.945,Irrelevant
Q156,Q156_R26,0.975,330,0.919,Irrelevant
Q156,Q156_R35,0.819,34,0.967,Irrelevant
Q156,Q156_R40,0.878,161,0.952,Irrelevant
Q156,Q156_R46,0.895,83,0.951,Irrelevant
Q157,Q157_R3,0.97,307,0.82,PerfectMatch
Q157,Q157_R9,0.97,334,0.813,Relevant
Q157,Q157_R10,0.864,45,0.91,Relevant
Q157,Q157_R11,0.913,48,0.889,PerfectMatch
Q157,Q157_R13,0.92,33,0.863,Relevant
Q157,Q157_R20,0.973,124,0.793,Irrelevant
Q157,Q157_R37,0.972,102,0.781,Relevant
Q157,Q157_R40,0.957,174,0.848,Relevant
Q157,Q157_R41,0.943,87,0.842,Irrelevant
Q157,Q157_R46,0.977,146,0.796,Irrelevant
Q158,Q158_R5,0.894,252,0.94,Irrelevant
Q158,Q158_R12,1.0,117,0.0,Relevant
Q158,Q158_R16,0.789,30,0.944,Relevant
Q158,Q158_R32,0.897,243,0.956,Irrelevant
Q158,Q158_R40,0.918,30,0.923,Relevant
Q158,Q158_R47,0.871,172,0.963,Irrelevant
Q158,Q158_R58,0.875,57,0.94,Relevant
Q158,Q158_R60,0.909,50,0.869,Irrelevant
Q158,Q158_R66,0.915,44,0.949,Relevant
Q158,Q158_R74,0.909,0,0.839,Irrelevant
Q159,Q159_R4,0.921,197,0.927,Irrelevant
Q159,Q159_R6,0.935,164,0.924,Irrelevant
Q159,Q159_R10,0.954,167,0.89,Irrelevant
Q159,Q159_R13,1.0,80,0.0,Relevant
Q159,Q159_R14,0.949,242,0.918,Irrelevant
Q159,Q159_R19,0.942,362,0.937,Irrelevant
Q159,Q159_R34,0.944,140,0.911,Irrelevant
Q159,Q159_R35,0.955,66,0.909,Irrelevant
Q159,Q159_R41,0.943,266,0.89,Irrelevant
Q159,Q159_R45,0.917,98,0.927,Irrelevant
Q160,Q160_R5,0.851,1,0.971,Irrelevant
Q160,Q160_R15,0.953,283,0.763,Irrelevant
Q160,Q160_R17,0.884,245,0.933,Irrelevant
Q160,Q160_R25,0.893,52,0.976,Relevant
Q160,Q160_R27,0.798,35,0.964,Irrelevant
Q160,Q160_R28,0.831,102,0.971,Irrelevant
Q160,Q160_R29,0.854,26,0.968,Irrelevant
Q160,Q160_R33,0.908,199,0.942,Irrelevant
Q160,Q160_R53,0.917,158,0.938,Irrelevant
Q160,Q160_R55,0.791,18,0.973,Irrelevant
Q161,Q161_R4,0.816,99,0.97,Irrelevant
Q161,Q161_R13,0.869,241,0.925,Relevant
Q161,Q161_R15,0.879,6,0.962,Relevant
Q161,Q161_R16,0.85,74,0.975,Irrelevant
Q161,Q161_R35,0.829,99,0.945,Relevant
Q161,Q161_R54,0.914,184,0.95,Irrelevant
Q161,Q161_R59,0.827,73,0.944,Irrelevant
Q161,Q161_R71,0.839,119,0.974,Irrelevant
Q161,Q161_R75,0.932,189,0.955,Relevant
Q161,Q161_R99,0.807,27,0.97,Relevant
Q162,Q162_R9,0.962,185,0.912,Relevant
Q162,Q162_R13,0.958,2,0.894,Irrelevant
Q162,Q162_R17,0.943,304,0.907,Relevant
Q162,Q162_R25,0.918,246,0.911,Irrelevant
Q162,Q162_R30,0.976,109,0.873,Irrelevant
Q162,Q162_R39,0.959,354,0.882,Irrelevant
Q162,Q162_R40,0.98,150,0.89,Irrelevant
Q162,Q162_R41,0.95,242,0.881,Irrelevant
Q162,Q162_R47,0.961,424,0.918,Irrelevant
Q163,Q163_R10,0.912,236,0.947,Irrelevant
Q163,Q163_R17,0.869,18,0.96,Irrelevant
Q163,Q163_R22,1.0,390,0.0,Irrelevant
Q163,Q163_R24,0.953,372,0.869,Irrelevant
Q163,Q163_R30,0.94,233,0.962,Irrelevant
Q163,Q163_R36,0.905,282,0.943,Irrelevant
Q163,Q163_R42,0.881,315,0.965,Irrelevant
Q163,Q163_R52,0.852,12,0.954,Irrelevant
Q163,Q163_R54,0.849,267,0.949,Irrelevant
Q163,Q163_R57,0.87,257,0.973,Irrelevant
Q164,Q164_R5,0.943,123,0.746,Irrelevant
Q164,Q164_R7,0.971,126,0.827,Irrelevant
Q164,Q164_R14,0.962,38,0.89,Irrelevant
Q164,Q164_R19,0.899,225,0.917,Irrelevant
Q164,Q164_R24,0.949,271,0.895,Irrelevant
Q164,Q164_R29,0.904,295,0.93,Irrelevant
Q164,Q164_R30,0.933,162,0.9,Irrelevant
Q164,Q164_R37,0.857,265,0.923,Irrelevant
Q164,Q164_R41,0.913,331,0.923,Irrelevant
Q164,Q164_R46,0.909,290,0.916,Irrelevant
Q165,Q165_R2,0.855,92,0.939,Relevant
Q165,Q165_R9,0.853,38,0.958,Relevant
Q165,Q165_R14,0.843,128,0.964,Irrelevant
Q165,Q165_R44,0.981,106,0.957,Relevant
Q165,Q165_R48,1.0,217,0.0,Irrelevant
Q165,Q165_R54,0.861,111,0.969,Irrelevant
Q165,Q165_R56,0.965,63,0.918,Relevant
Q165,Q165_R60,0.875,10,0.933,Irrelevant
Q165,Q165_R87,0.973,76,0.911,Irrelevant
Q165,Q165_R95,0.908,45,0.949,Irrelevant
Q166,Q166_R6,0.838,93,0.914,Relevant
Q166,Q166_R7,0.852,31,0.911,Relevant
Q166,Q166_R10,0.881,282,0.929,Relevant
Q166,Q166_R14,0.913,2,0.877,Relevant
Q166,Q166_R16,0.932,303,0.916,Irrelevant
Q166,Q166_R17,0.952,148,0.876,Irrelevant
Q166,Q166_R20,0.918,185,0.906,Irrelevant
Q166,Q166_R26,0.895,18,0.872,Irrelevant
Q166,Q166_R28,0.944,248,0.895,Irrelevant
Q166,Q166_R29,0.929,143,0.868,Irrelevant
Q167,Q167_R9,0.885,219,0.931,Irrelevant
Q167,Q167_R12,0.938,166,0.926,Irrelevant
Q167,Q167_R15,0.937,39,0.944,Irrelevant
Q167,Q167_R38,0.923,202,0.953,Irrelevant
Q167,Q167_R41,0.948,233,0.934,Irrelevant
Q167,Q167_R42,0.974,188,0.798,Irrelevant
Q167,Q167_R52,0.922,117,0.894,Irrelevant
Q167,Q167_R53,0.891,172,0.947,Irrelevant
Q167,Q167_R58,0.907,119,0.943,Irrelevant
Q167,Q167_R75,0.859,238,0.956,Irrelevant
Q168,Q168_R1,0.872,65,0.92,PerfectMatch
Q168,Q168_R3,0.917,283,0.949,Relevant
Q168,Q168_R33,0.828,6,0.943,Relevant
Q168,Q168_R40,0.896,157,0.94,Relevant
Q168,Q168_R42,0.919,169,0.938,Relevant
Q168,Q168_R44,0.968,14,0.918,Irrelevant
Q168,Q168_R59,0.94,118,0.931,Irrelevant
Q168,Q168_R63,0.913,49,0.869,Irrelevant
Q168,Q168_R66,0.909,71,0.872,Irrelevant
Q168,Q168_R69,0.957,84,0.905,Relevant
Q169,Q169_R8,0.923,102,0.928,Irrelevant
Q169,Q169_R18,0.939,54,0.924,Relevant
Q169,Q169_R19,0.833,32,0.913,Relevant
Q169,Q169_R23,0.895,8,0.914,Relevant
Q169,Q169_R35,0.97,151,0.943,Relevant
Q169,Q169_R40,0.894,214,0.924,Relevant
Q169,Q169_R53,0.83,71,0.951,Irrelevant
Q169,Q169_R71,1.0,127,0.0,Irrelevant
Q169,Q169_R73,0.935,81,0.808,Relevant
Q169,Q169_R87,0.904,284,0.926,Irrelevant
Q170,Q170_R3,0.854,69,0.922,Relevant
Q170,Q170_R20,0.853,175,0.944,Relevant
Q170,Q170_R24,0.873,21,0.937,Relevant
Q170,Q170_R28,0.877,191,0.928,Irrelevant
Q170,Q170_R29,0.928,168,0.922,Relevant
Q170,Q170_R30,0.905,198,0.95,Relevant
Q170,Q170_R33,0.891,8,0.905,Irrelevant
Q170,Q170_R36,0.93,32,0.925,Irrelevant
Q170,Q170_R41,0.873,18,0.913,PerfectMatch
Q170,Q170_R45,0.932,19,0.929,Relevant
Q171,Q171_R9,0.91,111,0.887,Irrelevant
Q171,Q171_R13,0.94,174,0.937,Irrelevant
Q171,Q171_R14,0.983,16,0.905,Irrelevant
Q171,Q171_R16,0.938,163,0.929,Irrelevant
Q171,Q171_R20,0.908,49,0.923,Irrelevant
Q171,Q171_R21,0.947,104,0.919,Irrelevant
Q171,Q171_R23,0.903,9,0.937,Irrelevant
Q171,Q171_R33,0.943,108,0.926,Irrelevant
Q171,Q171_R34,0.953,22,0.913,Irrelevant
Q171,Q171_R36,1.0,196,0.0,Irrelevant
Q172,Q172_R3,0.955,12,0.904,Relevant
Q172,Q172_R12,0.972,212,0.873,Irrelevant
Q172,Q172_R17,0.958,259,0.898,Irrelevant
Q172,Q172_R21,0.983,57,0.909,Irrelevant
Q172,Q172_R22,0.948,205,0.934,Irrelevant
Q172,Q172_R24,0.968,181,0.902,Irrelevant
Q172,Q172_R44,0.964,301,0.913,Irrelevant
Q172,Q172_R47,0.967,312,0.927,Irrelevant
Q172,Q172_R49,0.981,20,0.919,Irrelevant
Q172,Q172_R52,0.924,242,0.94,Relevant
Q173,Q173_R3,0.961,79,0.954,Relevant
Q173,Q173_R11,0.865,3,0.978,Relevant
Q173,Q173_R17,0.98,79,0.952,Relevant
Q173,Q173_R20,0.859,200,0.957,Relevant
Q173,Q173_R36,0.858,15,0.963,Irrelevant
Q173,Q173_R47,0.851,43,0.96,Irrelevant
Q173,Q173_R52,0.841,46,0.974,Irrelevant
Q173,Q173_R55,0.885,93,0.968,Relevant
Q173,Q173_R58,0.892,7,0.955,Irrelevant
Q173,Q173_R62,0.827,59,0.976,Relevant
Q174,Q174_R1,0.895,147,0.959,PerfectMatch
Q174,Q174_R5,0.903,144,0.961,Relevant
Q174,Q174_R6,0.894,44,0.933,Relevant
Q174,Q174_R13,0.882,36,0.963,PerfectMatch
Q174,Q174_R22,0.846,29,0.951,Relevant
Q174,Q174_R47,0.875,86,0.902,Irrelevant
Q174,Q174_R51,0.836,25,0.945,Relevant
Q174,Q174_R54,0.873,19,0.957,Irrelevant
Q174,Q174_R74,0.88,246,0.964,Irrelevant
Q174,Q174_R82,0.812,283,0.957,Relevant
Q175,Q175_R4,0.921,48,0.94,Relevant
Q175,Q175_R8,0.859,165,0.961,Relevant
Q175,Q175_R9,0.884,103,0.951,Relevant
Q175,Q175_R17,0.873,25,0.958,Relevant
Q175,Q175_R23,0.87,68,0.943,Relevant
Q175,Q175_R25,0.911,188,0.95,Irrelevant
Q175,Q175_R32,0.953,216,0.944,Relevant
Q175,Q175_R38,0.878,183,0.961,Relevant
Q175,Q175_R40,0.965,237,0.934,Irrelevant
Q175,Q175_R57,0.866,128,0.966,Irrelevant
Q176,Q176_R19,0.873,36,0.954,PerfectMatch
Q176,Q176_R24,0.966,131,0.95,PerfectMatch
Q176,Q176_R26,0.876,193,0.957,Irrelevant
Q176,Q176_R46,0.922,122,0.952,Relevant
Q176,Q176_R50,0.927,6,0.957,Irrelevant
Q176,Q176_R58,0.894,192,0.949,Irrelevant
Q176,Q176_R59,0.883,83,0.968,Irrelevant
Q176,Q176_R64,0.884,159,0.961,Relevant
Q176,Q176_R68,0.914,202,0.96,Irrelevant
Q176,Q176_R72,0.894,119,0.957,Irrelevant
Q177,Q177_R12,0.909,43,0.926,Irrelevant
Q177,Q177_R33,0.929,336,0.928,Irrelevant
Q177,Q177_R35,0.938,346,0.919,Irrelevant
Q177,Q177_R45,0.949,92,0.894,Irrelevant
Q177,Q177_R47,0.924,160,0.936,Irrelevant
Q177,Q177_R52,0.928,311,0.922,Irrelevant
Q177,Q177_R62,0.966,147,0.899,Irrelevant
Q177,Q177_R67,0.962,294,0.893,Irrelevant
Q177,Q177_R68,0.936,284,0.887,Irrelevant
Q177,Q177_R70,0.915,28,0.871,Irrelevant
Q178,Q178_R19,0.917,272,0.949,Relevant
Q178,Q178_R28,0.879,154,0.949,Relevant
Q178,Q178_R29,0.842,33,0.913,Relevant
Q178,Q178_R31,0.941,197,0.945,Irrelevant
Q178,Q178_R32,0.929,94,0.808,Relevant
Q178,Q178_R36,0.853,248,0.955,Irrelevant
Q178,Q178_R43,0.887,205,0.957,Irrelevant
Q178,Q178_R46,0.938,13,0.934,Irrelevant
Q178,Q178_R49,0.879,242,0.948,Relevant
Q178,Q178_R50,0.905,196,0.931,Irrelevant
Q179,Q179_R7,0.93,27,0.947,Irrelevant
Q179,Q179_R9,0.886,231,0.966,Relevant
Q179,Q179_R21,0.894,47,0.955,Irrelevant
Q179,Q179_R32,0.918,86,0.895,Irrelevant
Q179,Q179_R37,0.897,222,0.95,Irrelevant
Q179,Q179_R39,0.9,191,0.95,Irrelevant
Q179,Q179_R47,0.907,226,0.961,Irrelevant
Q179,Q179_R49,0.902,274,0.949,Irrelevant
Q179,Q179_R51,0.936,96,0.951,Irrelevant
Q179,Q179_R56,0.914,145,0.952,Irrelevant
Q180,Q180_R3,0.886,376,0.946,Relevant
Q180,Q180_R4,0.905,57,0.937,Irrelevant
Q180,Q180_R7,0.886,88,0.929,Relevant
Q180,Q180_R16,0.943,10,0.87,Irrelevant
Q180,Q180_R20,0.932,244,0.935,Relevant
Q180,Q180_R22,0.917,98,0.928,Irrelevant
Q180,Q180_R28,0.923,241,0.93,Irrelevant
Q180,Q180_R30,0.944,251,0.92,Irrelevant
Q180,Q180_R32,0.946,108,0.913,Irrelevant
Q180,Q180_R33,0.979,65,0.906,Irrelevant
Q181,Q181_R10,0.885,142,0.955,Irrelevant
Q181,Q181_R11,0.857,131,0.966,Relevant
Q181,Q181_R17,0.878,41,0.961,Irrelevant
Q181,Q181_R37,0.878,216,0.97,Relevant
Q181,Q181_R51,0.88,184,0.96,Irrelevant
Q181,Q181_R54,0.838,166,0.967,Relevant
Q181,Q181_R60,0.864,186,0.962,Relevant
Q181,Q181_R65,0.856,68,0.976,Relevant
Q181,Q181_R85,0.915,181,0.943,Irrelevant
Q181,Q181_R93,0.804,2,0.977,Irrelevant
Q182,Q182_R7,0.925,264,0.925,Irrelevant
Q182,Q182_R14,0.926,306,0.932,Irrelevant
Q182,Q182_R17,0.907,338,0.943,Irrelevant
Q182,Q182_R21,0.93,172,0.923,Irrelevant
Q182,Q182_R24,0.963,29,0.727,Irrelevant
Q182,Q182_R25,0.92,150,0.896,Relevant
Q182,Q182_R31,0.932,168,0.925,Irrelevant
Q182,Q182_R33,0.889,107,0.933,Irrelevant
Q182,Q182_R39,0.969,225,0.926,Irrelevant
Q182,Q182_R44,0.929,293,0.942,Irrelevant
Q183,Q183_R1,0.766,22,0.966,PerfectMatch
Q183,Q183_R5,0.897,101,0.944,Relevant
Q183,Q183_R19,0.832,137,0.967,Irrelevant
Q183,Q183_R20,0.866,104,0.96,Irrelevant
Q183,Q183_R27,0.831,70,0.974,Relevant
Q183,Q183_R29,0.859,31,0.945,Irrelevant
Q183,Q183_R31,0.891,10,0.962,Relevant
Q183,Q183_R37,0.948,226,0.907,Relevant
Q183,Q183_R40,0.835,150,0.968,Irrelevant
Q183,Q183_R41,0.873,164,0.952,Relevant
Q184,Q184_R2,0.919,314,0.883,Irrelevant
Q184,Q184_R5,0.9,110,0.876,Irrelevant
Q184,Q184_R8,0.896,222,0.87,Irrelevant
Q184,Q184_R14,0.854,38,0.844,Irrelevant
Q184,Q184_R17,0.909,13,0.844,Irrelevant
Q184,Q184_R19,0.911,120,0.872,Irrelevant
Q184,Q184_R21,0.947,326,0.865,Relevant
Q184,Q184_R26,0.943,308,0.842,Irrelevant
Q184,Q184_R27,0.93,119,0.849,Irrelevant
Q184,Q184_R29,0.942,234,0.866,Irrelevant
Q185,Q185_R1,0.929,34,0.888,PerfectMatch
Q185,Q185_R4,0.878,100,0.921,Irrelevant
Q185,Q185_R24,0.955,218,0.904,Irrelevant
Q185,Q185_R42,0.915,88,0.91,Relevant
Q185,Q185_R49,0.893,145,0.925,Irrelevant
Q185,Q185_R58,0.978,81,0.903,Irrelevant
Q185,Q185_R67,0.957,98,0.91,Irrelevant
Q185,Q185_R70,0.98,89,0.898,Irrelevant
Q185,Q185_R75,0.912,14,0.928,Irrelevant
Q185,Q185_R77,0.929,136,0.921,Irrelevant
Q186,Q186_R1,0.905,255,0.926,Irrelevant
Q186,Q186_R2,0.895,249,0.948,Irrelevant
Q186,Q186_R3,0.922,145,0.909,Relevant
Q186,Q186_R18,0.964,11,0.888,Irrelevant
Q186,Q186_R22,0.878,98,0.934,Irrelevant
Q186,Q186_R25,0.915,205,0.925,Irrelevant
Q186,Q186_R32,0.929,294,0.93,Irrelevant
Q186,Q186_R40,1.0,84,0.0,Irrelevant
Q186,Q186_R41,0.909,283,0.959,Irrelevant
Q186,Q186_R43,1.0,84,0.0,Irrelevant
Q187,Q187_R3,0.963,257,0.908,Irrelevant
Q187,Q187_R5,0.852,176,0.974,Relevant
Q187,Q187_R8,0.886,98,0.954,Relevant
Q187,Q187_R10,0.909,260,0.944,Relevant
Q187,Q187_R11,0.902,204,0.918,Irrelevant
Q187,Q187_R17,0.923,352,0.932,Irrelevant
Q187,Q187_R22,0.897,140,0.927,Irrelevant
Q187,Q187_R24,0.872,261,0.957,Irrelevant
Q187,Q187_R43,0.906,130,0.949,Irrelevant
Q187,Q187_R47,0.881,58,0.959,Irrelevant
Q188,Q188_R2,0.847,86,0.963,Relevant
Q188,Q188_R3,0.899,204,0.939,Relevant
Q188,Q188_R10,0.914,131,0.965,Relevant
Q188,Q188_R16,0.882,33,0.962,Relevant
Q188,Q188_R40,0.923,232,0.952,Irrelevant
Q188,Q188_R42,0.907,74,0.957,Irrelevant
Q188,Q188_R50,0.895,171,0.952,Relevant
Q188,Q188_R51,0.887,170,0.958,Irrelevant
Q188,Q188_R56,0.887,19,0.964,Irrelevant
Q188,Q188_R61,0.849,152,0.96,Relevant
Q189,Q189_R2,0.895,64,0.914,Irrelevant
Q189,Q189_R3,0.91,182,0.924,Irrelevant
Q189,Q189_R5,0.875,208,0.948,Irrelevant
Q189,Q189_R10,1.0,151,0.0,Irrelevant
Q189,Q189_R12,0.892,249,0.932,Irrelevant
Q189,Q189_R13,0.884,217,0.931,Irrelevant
Q189,Q189_R14,0.8,0,0.943,Irrelevant
Q189,Q189_R16,0.955,54,0.898,Irrelevant
Q189,Q189_R21,0.888,233,0.935,PerfectMatch
Q189,Q189_R22,0.926,331,0.909,Irrelevant
Q190,Q190_R3,0.882,0,0.926,Relevant
Q190,Q190_R6,0.923,79,0.899,Relevant
Q190,Q190_R9,0.855,181,0.941,Relevant
Q190,Q190_R18,0.887,218,0.951,Irrelevant
Q190,Q190_R21,0.937,66,0.935,Relevant
Q190,Q190_R25,0.887,175,0.944,Relevant
Q190,Q190_R28,0.916,253,0.932,Irrelevant
Q190,Q190_R46,0.882,136,0.949,Relevant
Q190,Q190_R57,0.907,144,0.931,Relevant
Q190,Q190_R77,0.96,28,0.885,Irrelevant
Q191,Q191_R10,0.944,33,0.874,Relevant
Q191,Q191_R17,0.893,14,0.942,PerfectMatch
Q191,Q191_R29,0.977,51,0.923,Relevant
Q191,Q191_R39,0.907,176,0.949,Irrelevant
Q191,Q191_R42,0.93,166,0.948,Irrelevant
Q191,Q191_R48,0.93,64,0.944,PerfectMatch
Q191,Q191_R53,0.931,308,0.94,Irrelevant
Q191,Q191_R56,0.943,275,0.945,Relevant
Q191,Q191_R67,0.919,48,0.918,Relevant
Q191,Q191_R68,0.915,185,0.954,Irrelevant
Q192,Q192_R12,0.891,149,0.914,Relevant
Q192,Q192_R22,0.912,248,0.947,PerfectMatch
Q192,Q192_R23,0.925,99,0.849,Irrelevant
Q192,Q192_R33,1.0,31,0.92,Irrelevant
Q192,Q192_R35,0.957,102,0.906,Irrelevant
Q192,Q192_R43,0.906,276,0.921,Relevant
Q192,Q192_R52,0.926,165,0.9,Irrelevant
Q192,Q192_R59,0.965,415,0.882,Relevant
Q192,Q192_R62,0.967,223,0.895,Irrelevant
Q192,Q192_R68,0.868,75,0.939,Relevant
Q193,Q193_R32,0.922,14,0.948,Irrelevant
Q193,Q193_R34,0.891,1,0.952,Irrelevant
Q193,Q193_R35,0.925,49,0.86,PerfectMatch
Q193,Q193_R38,0.889,224,0.951,PerfectMatch
Q193,Q193_R41,0.893,285,0.964,Irrelevant
Q193,Q193_R43,0.91,151,0.919,Relevant
Q193,Q193_R46,0.891,51,0.94,Irrelevant
Q193,Q193_R49,0.913,122,0.945,Irrelevant
Q193,Q193_R52,0.846,37,0.91,Irrelevant
Q193,Q193_R62,0.891,21,0.936,Irrelevant
Q194,Q194_R2,0.924,356,0.856,PerfectMatch
Q194,Q194_R4,0.93,168,0.871,PerfectMatch
Q194,Q194_R6,0.737,54,0.93,PerfectMatch
Q194,Q194_R16,0.913,244,0.87,Relevant
Q194,Q194_R19,0.939,189,0.88,Relevant
Q194,Q194_R23,0.951,298,0.868,Relevant
Q194,Q194_R26,0.972,119,0.867,Irrelevant
Q194,Q194_R28,0.92,389,0.909,PerfectMatch
Q194,Q194_R35,0.93,293,0.864,Relevant
Q194,Q194_R45,0.947,120,0.844,PerfectMatch
Q195,Q195_R1,0.882,102,0.969,Relevant
Q195,Q195_R4,0.938,132,0.913,Relevant
Q195,Q195_R7,0.933,183,0.945,Relevant
Q195,Q195_R9,0.967,148,0.93,Relevant
Q195,Q195_R12,0.881,96,0.954,Irrelevant
Q195,Q195_R26,0.885,87,0.971,Irrelevant
Q195,Q195_R31,0.907,217,0.957,Irrelevant
Q195,Q195_R37,0.962,213,0.902,Irrelevant
Q195,Q195_R43,0.919,21,0.975,Irrelevant
Q195,Q195_R49,0.909,99,0.938,Irrelevant
Q196,Q196_R4,0.832,124,0.974,PerfectMatch
Q196,Q196_R19,0.912,229,0.946,Relevant
Q196,Q196_R26,0.853,138,0.971,Relevant
Q196,Q196_R27,1.0,304,0.0,Relevant
Q196,Q196_R38,0.924,73,0.941,Relevant
Q196,Q196_R53,0.874,31,0.961,Relevant
Q196,Q196_R54,0.899,153,0.959,Relevant
Q196,Q196_R60,0.904,127,0.944,Irrelevant
Q196,Q196_R61,0.904,47,0.928,Irrelevant
Q196,Q196_R77,0.882,29,0.962,Relevant
Q197,Q197_R4,0.886,38,0.935,Relevant
Q197,Q197_R11,0.906,49,0.902,Relevant
Q197,Q197_R25,0.905,154,0.922,Irrelevant
Q197,Q197_R28,0.9,47,0.928,Irrelevant
Q197,Q197_R35,0.87,12,0.925,Irrelevant
Q197,Q197_R38,0.902,135,0.922,Irrelevant
Q197,Q197_R45,0.868,82,0.953,Irrelevant
Q197,Q197_R48,0.878,76,0.91,Irrelevant
Q197,Q197_R51,0.833,35,0.887,Irrelevant
Q197,Q197_R61,0.935,273,0.9,Irrelevant
Q198,Q198_R8,0.95,210,0.897,Relevant
Q198,Q198_R10,0.938,206,0.942,PerfectMatch
Q198,Q198_R11,0.931,37,0.945,Relevant
Q198,Q198_R14,0.947,60,0.957,Relevant
Q198,Q198_R22,0.91,122,0.938,Relevant
Q198,Q198_R27,0.937,20,0.965,Relevant
Q198,Q198_R28,1.0,341,0.0,Relevant
Q198,Q198_R36,0.932,78,0.956,Irrelevant
Q198,Q198_R44,0.924,208,0.905,Irrelevant
Q198,Q198_R49,0.953,29,0.921,Relevant
Q199,Q199_R4,0.806,77,0.973,PerfectMatch
Q199,Q199_R6,0.807,77,0.973,PerfectMatch
Q199,Q199_R7,0.838,199,0.976,Relevant
Q199,Q199_R15,0.847,263,0.95,PerfectMatch
Q199,Q199_R27,0.879,154,0.949,Relevant
Q199,Q199_R31,0.84,22,0.918,Irrelevant
Q199,Q199_R36,0.886,53,0.914,Irrelevant
Q199,Q199_R38,0.797,69,0.942,Relevant
Q199,Q199_R56,0.888,284,0.973,Irrelevant
Q199,Q199_R90,1.0,150,0.0,Irrelevant
Q200,Q200_R3,0.84,152,0.945,PerfectMatch
Q200,Q200_R8,0.831,228,0.969,Relevant
Q200,Q200_R16,0.857,284,0.966,Irrelevant
Q200,Q200_R18,0.873,227,0.959,Irrelevant
Q200,Q200_R25,0.919,28,0.865,Irrelevant
Q200,Q200_R28,0.951,242,0.927,Irrelevant
Q200,Q200_R29,0.892,258,0.966,Relevant
Q200,Q200_R32,0.804,178,0.966,Irrelevant
Q200,Q200_R35,0.952,45,0.933,Irrelevant
Q200,Q200_R39,0.892,346,0.942,Irrelevant
