question1_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,bigram_similarity,w2v_cosine_similarity,relevance
,Q307_R3_C9,0.925,206,0.859,1.000,0.385,0
,Q307_R3_C10,0.957,338,0.883,0.990,0.435,0
,Q307_R5_C1,0.947,32,0.787,1.000,0.035,0
,Q307_R5_C2,0.959,137,0.864,1.000,0.403,0
,Q307_R5_C3,1.000,19,0.661,1.000,-0.019,0
,Q307_R5_C4,0.952,25,0.845,1.000,0.298,0
,Q307_R5_C5,1.000,26,0.816,1.000,0.212,0
,Q307_R5_C6,0.917,4,0.837,1.000,0.042,0
,Q307_R5_C7,0.933,31,0.846,1.000,0.346,0
,Q307_R5_C8,0.943,54,0.845,1.000,0.256,0
,Q307_R5_C9,0.940,311,0.873,1.000,0.362,0
,Q307_R5_C10,0.951,274,0.868,1.000,0.401,0
,Q307_R7_C1,0.964,19,0.777,1.000,-0.043,0
,Q307_R7_C2,0.974,122,0.864,1.000,0.318,0
,Q307_R7_C3,0.939,187,0.871,0.984,0.330,0
,Q307_R7_C4,0.934,328,0.887,0.989,0.228,0
,Q307_R7_C5,0.977,178,0.877,1.000,0.197,0
,Q307_R7_C6,0.933,113,0.874,1.000,0.233,0
,Q307_R7_C7,1.000,141,0.866,1.000,0.258,0
,Q307_R7_C8,1.000,66,0.854,1.000,0.169,0
,Q307_R7_C9,1.000,6,0.772,1.000,0.078,0
,Q307_R7_C10,0.935,252,0.883,0.988,0.344,0
,Q307_R9_C1,0.957,279,0.851,1.000,0.285,0
,Q307_R9_C2,0.974,72,0.859,1.000,0.317,0
,Q307_R9_C3,0.933,45,0.753,1.000,0.003,0
,Q307_R9_C4,0.957,1,0.754,1.000,0.032,0
,Q307_R9_C5,0.956,694,0.857,1.000,0.314,0
,Q307_R9_C6,0.966,463,0.824,1.000,0.283,0
,Q307_R9_C7,0.945,758,0.862,1.000,0.281,0
,Q307_R9_C8,0.974,700,0.823,1.000,0.049,0
,Q307_R9_C9,0.962,2,0.807,1.000,0.246,0
,Q307_R9_C10,0.976,132,0.818,1.000,0.198,0
,Q307_R12_C1,0.970,650,0.878,1.000,0.440,0
,Q307_R12_C2,0.952,109,0.861,1.000,0.179,0
,Q307_R12_C3,0.971,937,0.872,1.000,0.400,0
,Q307_R12_C4,0.974,795,0.868,1.000,0.495,0
,Q307_R12_C5,0.974,393,0.821,1.000,0.274,0
,Q307_R12_C6,0.962,937,0.884,1.000,0.385,0
,Q307_R12_C7,0.977,146,0.858,1.000,0.494,0
,Q307_R12_C8,0.926,21,0.787,1.000,0.106,0
,Q307_R12_C9,0.940,480,0.903,1.000,0.463,0
,Q307_R12_C10,0.958,267,0.871,1.000,0.238,0
,Q307_R15_C1,0.966,26,0.799,1.000,0.083,0
,Q307_R15_C2,0.926,37,0.794,0.973,0.017,0
,Q307_R15_C3,0.964,439,0.827,1.000,0.149,0
,Q307_R15_C4,0.966,222,0.872,1.000,0.092,0
,Q307_R15_C5,1.000,55,0.755,1.000,0.352,0
,Q307_R15_C6,0.947,32,0.754,1.000,-0.125,0
,Q307_R15_C7,1.000,4,0.786,1.000,0.108,0
,Q307_R15_C8,0.906,67,0.849,0.972,0.148,0
,Q307_R15_C9,0.974,83,0.841,1.000,0.195,0
,Q307_R15_C10,0.929,137,0.860,1.000,0.184,0
,Q307_R23_C1,0.973,80,0.860,1.000,0.328,0
,Q307_R23_C2,0.965,202,0.863,1.000,0.230,0
,Q307_R23_C3,0.935,268,0.871,0.988,0.256,0
,Q307_R23_C4,0.971,937,0.870,1.000,0.417,0
,Q307_R23_C5,0.943,52,0.865,1.000,0.353,0
,Q307_R23_C6,0.947,435,0.890,1.000,0.311,0
,Q307_R23_C7,1.000,55,0.634,1.000,-0.008,0
,Q307_R23_C8,0.938,27,0.875,1.000,0.293,0
,Q307_R23_C9,0.947,164,0.854,1.000,0.236,0
,Q307_R23_C10,0.967,537,0.885,1.000,0.402,0
,Q307_R35_C1,0.974,84,0.827,1.000,-0.103,0
,Q307_R35_C2,0.935,50,0.846,1.000,0.224,0
,Q307_R35_C3,0.982,256,0.786,1.000,-0.077,0
,Q307_R35_C4,0.980,143,0.850,1.000,0.117,0
,Q307_R35_C5,0.956,156,0.804,1.000,0.088,0
,Q307_R35_C6,0.957,5,0.730,1.000,0.081,0
,Q307_R35_C7,0.957,121,0.852,1.000,0.320,0
,Q307_R35_C8,0.978,425,0.833,1.000,0.159,0
,Q307_R35_C9,0.926,297,0.852,0.989,0.264,0
,Q307_R35_C10,0.946,187,0.856,1.000,0.290,0
,Q307_R36_C1,0.958,0,0.855,1.000,0.295,0
,Q307_R36_C2,0.947,12,0.794,1.000,0.125,0
,Q307_R36_C3,1.000,23,0.840,1.000,0.227,0
,Q307_R36_C4,0.900,14,0.818,1.000,0.199,0
,Q307_R36_C5,0.955,2,0.841,1.000,0.136,0
,Q307_R36_C6,0.930,298,0.870,1.000,0.315,0
,Q307_R36_C7,0.965,698,0.862,1.000,0.172,0
,Q307_R36_C8,0.970,662,0.849,1.000,0.176,0
,Q307_R36_C9,0.951,420,0.871,1.000,0.189,0
,Q307_R36_C10,1.000,25,0.779,1.000,0.124,0
,Q307_R45_C1,0.960,940,0.830,1.000,0.039,0
,Q307_R45_C2,0.977,128,0.829,1.000,0.254,0
,Q307_R45_C3,0.962,8,0.805,1.000,0.099,0
,Q307_R45_C4,1.000,56,0.420,1.000,0.069,0
,Q307_R45_C5,0.984,258,0.786,1.000,0.389,0
,Q307_R45_C6,0.960,2,0.788,1.000,0.136,0
,Q307_R45_C7,0.914,83,0.802,1.000,0.056,0
,Q307_R45_C8,1.000,4,0.820,1.000,0.300,0
,Q307_R45_C9,0.967,36,0.847,1.000,0.272,0
,Q307_R45_C10,0.923,268,0.862,1.000,0.209,0
,Q308_R14_C1,0.920,234,0.942,1.000,0.316,0
,Q308_R14_C2,0.962,226,0.880,1.000,0.311,0
,Q308_R14_C3,0.897,164,0.938,1.000,0.383,0
,Q308_R14_C4,0.938,221,0.728,1.000,0.485,0
,Q308_R14_C5,0.872,5,0.907,1.000,0.192,0
,Q308_R14_C6,0.907,200,0.883,1.000,0.330,0
,Q308_R14_C7,0.943,202,0.893,1.000,0.197,0
,Q308_R14_C8,0.962,221,0.847,1.000,0.251,0
,Q308_R14_C9,0.973,79,0.924,1.000,0.230,0
,Q308_R14_C10,0.949,159,0.913,1.000,0.341,0
,Q308_R17_C1,0.982,190,0.814,1.000,0.126,0
,Q308_R17_C2,0.962,219,0.816,1.000,0.046,0
,Q308_R17_C3,0.967,169,0.902,1.000,0.009,0
,Q308_R17_C4,0.964,198,0.742,1.000,-0.019,0
,Q308_R17_C5,1.000,201,0.710,1.000,-0.015,0
,Q308_R17_C6,0.930,178,0.934,0.986,0.246,0
,Q308_R17_C7,1.000,223,0.322,1.000,-0.208,0
,Q308_R17_C8,0.979,242,0.542,1.000,0.345,0
,Q308_R17_C9,0.941,210,0.906,1.000,0.558,0
,Q308_R17_C10,0.983,140,0.858,1.000,-0.008,0
,Q308_R22_C1,0.966,118,0.807,1.000,0.158,0
,Q308_R22_C2,0.944,207,0.885,1.000,0.347,0
,Q308_R22_C3,0.918,35,0.934,1.000,0.150,0
,Q308_R22_C4,0.882,433,0.945,0.995,0.429,0
,Q308_R22_C5,0.881,176,0.933,0.985,0.370,0
,Q308_R22_C6,0.982,191,0.922,1.000,0.235,0
,Q308_R22_C7,0.886,302,0.964,0.994,0.403,0
,Q308_R22_C8,1.000,238,0.000,1.000,-0.103,0
,Q308_R22_C9,0.912,116,0.891,1.000,-0.006,0
,Q308_R22_C10,0.905,757,0.901,1.000,0.090,0
,Q308_R23_C1,0.911,26,0.941,1.000,0.285,0
,Q308_R23_C2,0.985,100,0.897,1.000,0.286,0
,Q308_R23_C3,0.981,213,0.728,1.000,0.329,0
,Q308_R23_C4,0.921,31,0.926,0.989,0.414,0
,Q308_R23_C5,0.872,45,0.950,1.000,0.490,0
,Q308_R23_C6,0.873,38,0.941,1.000,0.492,0
,Q308_R23_C7,0.928,484,0.916,1.000,0.075,0
,Q308_R23_C8,0.955,129,0.913,1.000,0.162,0
,Q308_R23_C9,0.867,82,0.912,1.000,0.301,0
,Q308_R23_C10,0.958,72,0.917,1.000,0.163,0
,Q308_R27_C1,0.937,156,0.900,0.986,0.151,0
,Q308_R27_C2,0.981,205,0.871,1.000,0.218,0
,Q308_R27_C3,0.933,153,0.920,1.000,0.291,0
,Q308_R27_C4,0.981,222,0.803,1.000,0.280,0
,Q308_R27_C5,0.879,154,0.937,0.986,0.291,0
,Q308_R27_C6,0.967,160,0.899,1.000,0.322,0
,Q308_R27_C7,0.922,134,0.936,1.000,0.322,0
,Q308_R27_C8,0.944,90,0.931,1.000,0.397,0
,Q308_R27_C9,0.941,115,0.934,0.988,0.285,0
,Q308_R27_C10,0.944,195,0.881,1.000,0.389,0
,Q308_R32_C1,0.914,159,0.948,1.000,0.548,0
,Q308_R32_C2,0.903,89,0.941,1.000,0.390,0
,Q308_R32_C3,0.900,148,0.874,1.000,0.297,0
,Q308_R32_C4,0.921,167,0.935,1.000,0.299,0
,Q308_R32_C5,0.932,57,0.881,1.000,0.100,0
,Q308_R32_C6,0.901,137,0.941,0.991,0.252,0
,Q308_R32_C7,0.870,229,0.948,1.000,0.320,0
,Q308_R32_C8,0.939,101,0.915,1.000,0.171,0
,Q308_R32_C9,0.969,114,0.914,1.000,0.287,0
,Q308_R32_C10,0.982,189,0.840,1.000,0.210,0
,Q308_R40_C1,0.944,169,0.837,0.985,0.232,0
,Q308_R40_C2,0.868,26,0.944,1.000,0.473,0
,Q308_R40_C3,0.926,205,0.934,0.984,0.367,0
,Q308_R40_C4,0.926,192,0.917,1.000,0.242,0
,Q308_R40_C5,0.952,133,0.921,1.000,0.159,0
,Q308_R40_C6,0.900,149,0.902,1.000,0.358,0
,Q308_R40_C7,0.896,48,0.906,1.000,0.284,0
,Q308_R40_C8,0.870,38,0.924,1.000,0.261,0
,Q308_R40_C9,0.900,216,0.894,0.984,0.289,0
,Q308_R40_C10,0.962,215,0.890,1.000,0.407,0
,Q308_R41_C1,0.980,220,0.855,1.000,0.250,0
,Q308_R41_C2,0.906,2,0.911,1.000,0.243,0
,Q308_R41_C3,0.947,175,0.894,1.000,0.065,0
,Q308_R41_C4,0.960,221,0.840,1.000,0.377,0
,Q308_R41_C5,0.933,145,0.925,1.000,0.182,0
,Q308_R41_C6,0.930,159,0.873,1.000,0.474,0
,Q308_R41_C7,1.000,222,0.761,1.000,0.018,0
,Q308_R41_C8,0.981,213,0.790,1.000,0.010,0
,Q308_R41_C9,0.934,157,0.905,1.000,0.361,0
,Q308_R41_C10,0.932,145,0.893,0.986,0.125,0
,Q308_R48_C1,0.934,163,0.928,1.000,0.416,0
,Q308_R48_C2,0.891,97,0.892,1.000,0.257,0
,Q308_R48_C3,0.900,95,0.967,1.000,0.570,0
,Q308_R48_C4,0.910,5,0.946,1.000,0.510,0
,Q308_R48_C5,0.867,37,0.927,1.000,0.262,0
,Q308_R48_C6,0.887,144,0.931,1.000,0.509,0
,Q308_R48_C7,0.911,25,0.915,1.000,0.313,0
,Q308_R48_C8,0.896,96,0.875,1.000,0.090,0
,Q308_R48_C9,0.927,177,0.898,0.985,0.186,0
,Q308_R48_C10,0.922,188,0.791,1.000,0.115,0
,Q308_R53_C1,0.931,69,0.904,1.000,0.052,0
,Q308_R53_C2,0.944,102,0.939,1.000,0.418,0
,Q308_R53_C3,0.984,171,0.865,1.000,0.276,0
,Q308_R53_C4,0.910,595,0.894,0.989,0.077,0
,Q308_R53_C5,0.870,194,0.930,0.993,0.347,0
,Q308_R53_C6,0.925,149,0.811,1.000,0.201,0
,Q308_R53_C7,0.896,123,0.941,1.000,0.400,0
,Q308_R53_C8,0.886,285,0.936,0.988,0.461,0
,Q308_R53_C9,0.939,91,0.953,1.000,0.307,0
,Q308_R53_C10,0.909,94,0.963,1.000,0.448,0
,Q309_R1_C1,0.911,45,0.912,1.000,0.571,1
,Q309_R1_C2,0.934,547,0.938,1.000,0.426,1
,Q309_R1_C3,0.903,106,0.930,1.000,0.374,1
,Q309_R1_C4,0.828,92,0.966,1.000,0.721,0
,Q309_R1_C5,0.859,173,0.926,0.990,0.625,0
,Q309_R1_C6,0.903,58,0.938,1.000,0.529,1
,Q309_R1_C7,0.898,45,0.937,1.000,0.648,0
,Q309_R1_C8,0.844,40,0.937,1.000,0.571,0
,Q309_R1_C9,0.863,1,0.941,0.971,0.479,1
,Q309_R1_C10,0.830,26,0.942,1.000,0.691,0
,Q309_R4_C1,0.907,93,0.933,1.000,0.604,1
,Q309_R4_C2,0.946,125,0.857,1.000,0.552,1
,Q309_R4_C3,0.889,64,0.948,1.000,0.631,1
,Q309_R4_C4,0.884,81,0.912,1.000,0.533,1
,Q309_R4_C5,0.884,81,0.912,1.000,0.533,1
,Q309_R4_C6,0.867,61,0.962,1.000,0.655,1
,Q309_R4_C7,0.959,73,0.934,1.000,0.489,1
,Q309_R4_C8,1.000,92,0.906,1.000,0.542,1
,Q309_R4_C9,0.928,539,0.957,0.994,0.618,1
,Q309_R4_C10,0.867,203,0.943,1.000,0.654,1
,Q309_R9_C1,0.950,108,0.925,1.000,0.576,1
,Q309_R9_C2,0.911,86,0.932,1.000,0.566,1
,Q309_R9_C3,0.952,107,0.890,1.000,0.539,1
,Q309_R9_C4,0.921,115,0.893,1.000,0.616,1
,Q309_R9_C5,0.848,115,0.916,0.966,0.660,1
,Q309_R9_C6,0.950,114,0.871,1.000,0.262,0
,Q309_R9_C7,0.830,44,0.929,1.000,0.651,0
,Q309_R9_C8,0.949,115,0.887,1.000,0.329,1
,Q309_R9_C9,0.913,52,0.949,0.962,0.426,1
,Q309_R9_C10,0.895,117,0.793,1.000,0.459,1
,Q309_R11_C1,0.889,12,0.928,1.000,0.625,1
,Q309_R11_C2,0.843,9,0.958,1.000,0.699,1
,Q309_R11_C3,0.797,83,0.954,0.988,0.571,1
,Q309_R11_C4,0.886,501,0.963,1.000,0.621,1
,Q309_R11_C5,0.826,55,0.926,0.982,0.554,0
,Q309_R11_C6,0.806,101,0.954,0.989,0.708,1
,Q309_R11_C7,0.849,265,0.955,1.000,0.713,1
,Q309_R11_C8,0.867,199,0.964,0.991,0.375,1
,Q309_R11_C9,0.879,39,0.950,0.986,0.633,1
,Q309_R11_C10,0.828,55,0.958,0.987,0.654,1
,Q309_R12_C1,0.973,141,0.824,1.000,0.346,1
,Q309_R12_C2,0.973,128,0.842,1.000,0.512,0
,Q309_R12_C3,1.000,41,0.870,1.000,0.471,1
,Q309_R12_C4,0.907,77,0.941,1.000,0.715,0
,Q309_R12_C5,0.900,37,0.941,1.000,0.501,1
,Q309_R12_C6,0.906,87,0.944,0.988,0.655,1
,Q309_R12_C7,0.985,72,0.922,1.000,0.519,1
,Q309_R12_C8,0.895,104,0.872,1.000,0.515,0
,Q309_R12_C9,0.859,423,0.934,1.000,0.629,0
,Q309_R12_C10,0.898,39,0.936,1.000,0.640,0
,Q309_R19_C1,0.855,74,0.945,1.000,0.547,1
,Q309_R19_C2,0.946,27,0.907,1.000,0.381,1
,Q309_R19_C3,0.918,44,0.943,1.000,0.478,1
,Q309_R19_C4,0.971,144,0.788,1.000,0.202,1
,Q309_R19_C5,0.838,121,0.941,0.978,0.569,1
,Q309_R19_C6,0.838,121,0.941,0.978,0.569,1
,Q309_R19_C7,0.917,128,0.807,1.000,0.354,0
,Q309_R19_C8,0.915,12,0.909,1.000,0.336,0
,Q309_R19_C9,0.979,74,0.795,1.000,0.021,1
,Q309_R19_C10,0.929,13,0.933,1.000,0.552,1
,Q309_R23_C1,0.976,95,0.884,1.000,0.403,1
,Q309_R23_C2,0.978,81,0.908,1.000,0.523,1
,Q309_R23_C3,0.900,28,0.953,1.000,0.510,1
,Q309_R23_C4,0.915,53,0.940,1.000,0.587,1
,Q309_R23_C5,1.000,137,0.842,1.000,0.325,1
,Q309_R23_C6,0.971,147,0.792,1.000,0.308,1
,Q309_R23_C7,0.911,50,0.918,1.000,0.559,1
,Q309_R23_C8,0.936,67,0.927,1.000,0.575,1
,Q309_R23_C9,0.971,150,0.787,1.000,0.423,1
,Q309_R23_C10,0.939,46,0.894,1.000,0.401,1
,Q309_R26_C1,0.845,74,0.955,1.000,0.627,1
,Q309_R26_C2,0.875,457,0.930,1.000,0.424,1
,Q309_R26_C3,0.936,68,0.908,1.000,0.562,0
,Q309_R26_C4,0.912,87,0.939,1.000,0.559,1
,Q309_R26_C5,0.897,236,0.944,1.000,0.579,1
,Q309_R26_C6,0.857,78,0.913,1.000,0.666,1
,Q309_R26_C7,0.931,7,0.930,1.000,0.609,1
,Q309_R26_C8,0.820,329,0.960,0.992,0.718,0
,Q309_R26_C9,0.854,13,0.933,1.000,0.644,0
,Q309_R26_C10,0.868,121,0.937,1.000,0.633,0
,Q309_R29_C1,0.956,74,0.907,1.000,0.460,1
,Q309_R29_C2,0.955,53,0.927,1.000,0.269,0
,Q309_R29_C3,0.941,48,0.916,1.000,0.278,0
,Q309_R29_C4,1.000,127,0.907,1.000,0.484,0
,Q309_R29_C5,0.957,82,0.923,1.000,0.173,0
,Q309_R29_C6,0.905,63,0.933,1.000,0.537,0
,Q309_R29_C7,0.913,66,0.922,1.000,0.134,0
,Q309_R29_C8,0.947,89,0.951,1.000,0.183,0
,Q309_R29_C9,0.922,45,0.928,1.000,0.391,0
,Q309_R29_C10,0.976,109,0.894,1.000,0.322,0
,Q309_R61_C1,0.956,93,0.906,1.000,0.425,1
,Q309_R61_C2,0.791,58,0.946,0.964,0.696,1
,Q309_R61_C3,0.884,85,0.933,0.981,0.357,1
,Q309_R61_C4,0.896,341,0.941,0.985,0.387,1
,Q309_R61_C5,0.926,25,0.924,1.000,0.559,1
,Q309_R61_C6,0.855,93,0.930,0.988,0.119,0
,Q309_R61_C7,0.878,776,0.969,0.978,0.341,1
,Q309_R61_C8,0.900,18,0.945,1.000,0.582,0
,Q309_R61_C9,0.953,89,0.920,1.000,0.186,0
,Q309_R61_C10,0.921,50,0.924,1.000,0.630,0
,Q310_R14_C1,0.912,102,0.935,1.000,0.303,1
,Q310_R14_C2,0.975,118,0.755,1.000,0.259,0
,Q310_R14_C3,0.952,113,0.836,1.000,0.212,0
,Q310_R14_C4,0.906,53,0.949,1.000,0.431,1
,Q310_R14_C5,0.973,143,0.728,1.000,0.016,0
,Q310_R14_C6,0.978,54,0.827,1.000,-0.010,0
,Q310_R14_C7,1.000,222,0.927,1.000,0.415,1
,Q310_R14_C8,0.895,378,0.957,0.994,0.419,1
,Q310_R14_C9,0.919,14,0.862,1.000,0.293,1
,Q310_R14_C10,0.904,339,0.949,0.985,0.355,1
,Q310_R22_C1,1.000,157,0.000,1.000,0.049,0
,Q310_R22_C2,0.949,146,0.661,1.000,0.146,0
,Q310_R22_C3,0.895,132,0.856,1.000,0.468,0
,Q310_R22_C4,1.000,121,0.298,1.000,0.278,1
,Q310_R22_C5,0.947,14,0.895,1.000,0.291,0
,Q310_R22_C6,0.939,66,0.910,1.000,0.476,1
,Q310_R22_C7,0.868,122,0.857,0.953,0.525,0
,Q310_R22_C8,1.000,146,0.672,1.000,0.338,0
,Q310_R22_C9,1.000,152,0.538,1.000,0.166,0
,Q310_R22_C10,0.877,26,0.958,0.985,0.572,0
,Q310_R23_C1,0.958,68,0.912,0.980,0.067,0
,Q310_R23_C2,0.881,213,0.957,0.983,0.408,1
,Q310_R23_C3,0.945,68,0.923,0.988,0.380,1
,Q310_R23_C4,0.977,107,0.861,1.000,0.327,1
,Q310_R23_C5,0.914,11,0.934,1.000,0.189,0
,Q310_R23_C6,0.933,376,0.945,1.000,0.248,1
,Q310_R23_C7,0.857,106,0.924,1.000,0.403,0
,Q310_R23_C8,0.944,214,0.956,1.000,0.512,0
,Q310_R23_C9,0.944,214,0.956,1.000,0.512,0
,Q310_R23_C10,0.925,391,0.946,0.986,0.466,0
,Q310_R33_C1,0.894,78,0.895,0.981,0.358,0
,Q310_R33_C2,0.900,146,0.923,1.000,0.309,0
,Q310_R33_C3,1.000,128,0.772,1.000,-0.010,0
,Q310_R33_C4,0.979,74,0.868,1.000,0.134,0
,Q310_R33_C5,0.949,125,0.806,1.000,0.137,0
,Q310_R33_C6,0.837,43,0.937,0.949,0.438,0
,Q310_R33_C7,0.877,136,0.955,0.970,0.413,0
,Q310_R33_C8,0.946,139,0.859,1.000,0.224,0
,Q310_R33_C9,0.915,71,0.933,1.000,0.370,1
,Q310_R33_C10,0.927,119,0.916,1.000,0.367,0
,Q310_R35_C1,0.895,129,0.789,1.000,0.393,0
,Q310_R35_C2,0.932,108,0.890,1.000,0.321,0
,Q310_R35_C3,0.877,7,0.941,1.000,0.402,0
,Q310_R35_C4,0.920,218,0.946,0.991,0.408,0
,Q310_R35_C5,0.912,380,0.938,0.993,0.306,1
,Q310_R35_C6,0.909,35,0.918,1.000,0.230,1
,Q310_R35_C7,0.915,52,0.896,1.000,0.195,0
,Q310_R35_C8,0.875,62,0.952,0.982,0.647,0
,Q310_R35_C9,0.918,286,0.955,1.000,0.333,1
,Q310_R35_C10,0.927,15,0.910,1.000,0.388,0
,Q310_R37_C1,0.877,3,0.900,1.000,0.181,0
,Q310_R37_C2,0.903,11,0.928,1.000,0.342,0
,Q310_R37_C3,0.851,78,0.946,1.000,0.612,0
,Q310_R37_C4,0.906,25,0.946,1.000,0.272,1
,Q310_R37_C5,0.898,11,0.929,1.000,0.245,0
,Q310_R37_C6,0.911,99,0.863,0.980,0.161,0
,Q310_R37_C7,0.896,119,0.962,1.000,0.289,0
,Q310_R37_C8,0.902,42,0.922,1.000,0.293,0
,Q310_R37_C9,0.857,20,0.940,0.985,0.409,0
,Q310_R37_C10,0.906,40,0.932,0.984,0.349,0
,Q310_R45_C1,0.951,116,0.879,1.000,0.412,0
,Q310_R45_C2,0.974,139,0.807,1.000,0.225,0
,Q310_R45_C3,0.976,126,0.866,1.000,0.503,1
,Q310_R45_C4,1.000,156,0.553,1.000,-0.066,0
,Q310_R45_C5,0.887,18,0.923,1.000,0.399,1
,Q310_R45_C6,0.974,113,0.000,1.000,0.062,1
,Q310_R45_C7,0.981,77,0.885,1.000,0.202,1
,Q310_R45_C8,1.000,111,0.813,1.000,-0.012,1
,Q310_R45_C9,0.964,36,0.929,1.000,0.178,0
,Q310_R45_C10,0.964,36,0.929,1.000,0.178,0
,Q310_R52_C1,0.932,16,0.917,1.000,0.377,0
,Q310_R52_C2,0.897,236,0.958,0.966,0.322,0
,Q310_R52_C3,0.896,67,0.947,0.988,0.270,0
,Q310_R52_C4,0.918,71,0.940,1.000,0.349,0
,Q310_R52_C5,0.917,67,0.962,0.989,0.401,0
,Q310_R52_C6,0.928,50,0.948,0.988,0.360,0
,Q310_R52_C7,0.976,133,0.865,1.000,0.109,0
,Q310_R52_C8,0.889,306,0.959,0.993,0.332,0
,Q310_R52_C9,0.932,794,0.966,0.987,0.161,1
,Q310_R52_C10,0.932,331,0.957,0.986,0.394,1
,Q310_R60_C1,0.953,28,0.855,1.000,0.256,0
,Q310_R60_C2,0.920,60,0.933,1.000,0.391,0
,Q310_R60_C3,0.881,98,0.886,0.980,0.504,1
,Q310_R60_C4,0.929,16,0.928,1.000,0.401,0
,Q310_R60_C5,0.942,69,0.948,1.000,0.314,0
,Q310_R60_C6,0.942,69,0.948,1.000,0.314,0
,Q310_R60_C7,0.980,53,0.902,1.000,0.371,0
,Q310_R60_C8,1.000,122,0.856,1.000,0.018,0
,Q310_R60_C9,1.000,124,0.817,1.000,0.083,0
,Q310_R60_C10,0.938,64,0.892,1.000,0.228,0
,Q310_R78_C1,0.927,41,0.941,0.985,0.267,0
,Q310_R78_C2,0.833,57,0.955,0.982,0.442,0
,Q310_R78_C3,0.893,123,0.955,0.990,0.459,0
,Q310_R78_C4,0.883,28,0.933,1.000,0.361,0
,Q310_R78_C5,0.873,63,0.954,0.988,0.432,0
,Q310_R78_C6,0.911,81,0.928,1.000,0.386,0
,Q310_R78_C7,0.897,217,0.953,1.000,0.437,0
,Q310_R78_C8,0.948,5,0.935,1.000,0.394,0
,Q310_R78_C9,0.880,40,0.939,0.983,0.331,0
,Q310_R78_C10,0.907,102,0.923,1.000,0.463,0
,Q311_R7_C1,0.970,29,0.705,1.000,-0.090,0
,Q311_R7_C2,0.882,145,0.965,1.000,0.588,0
,Q311_R7_C3,0.900,43,0.905,1.000,0.590,1
,Q311_R7_C4,0.860,3,0.925,1.000,0.510,0
,Q311_R7_C5,0.923,54,0.891,1.000,0.484,1
,Q311_R7_C6,0.931,104,0.842,1.000,0.376,0
,Q311_R7_C7,0.940,15,0.904,1.000,0.246,0
,Q311_R7_C8,0.925,37,0.914,1.000,0.279,0
,Q311_R7_C9,0.964,115,0.567,1.000,-0.131,0
,Q311_R7_C10,0.880,42,0.938,1.000,0.299,0
,Q311_R9_C1,0.833,22,0.969,1.000,0.667,0
,Q311_R9_C2,0.971,90,0.820,1.000,0.374,0
,Q311_R9_C3,0.857,64,0.921,1.000,0.604,1
,Q311_R9_C4,1.000,107,0.781,1.000,0.187,1
,Q311_R9_C5,0.935,102,0.896,1.000,0.244,1
,Q311_R9_C6,0.935,20,0.934,1.000,0.507,0
,Q311_R9_C7,0.892,270,0.946,1.000,0.301,1
,Q311_R9_C8,0.939,56,0.870,1.000,0.457,1
,Q311_R9_C9,0.887,84,0.939,1.000,0.349,1
,Q311_R9_C10,0.885,54,0.939,0.984,0.398,1
,Q311_R24_C1,0.941,72,0.908,1.000,0.347,1
,Q311_R24_C2,0.901,170,0.941,1.000,0.366,1
,Q311_R24_C3,1.000,110,0.000,1.000,0.026,1
,Q311_R24_C4,1.000,110,0.000,1.000,0.026,1
,Q311_R24_C5,0.879,70,0.906,1.000,0.530,1
,Q311_R24_C6,1.000,74,0.845,1.000,0.244,1
,Q311_R24_C7,0.848,68,0.907,0.973,0.613,1
,Q311_R24_C8,0.969,94,0.826,1.000,0.316,1
,Q311_R24_C9,0.909,71,0.830,0.984,0.484,1
,Q311_R24_C10,0.903,87,0.864,1.000,0.400,1
,Q311_R31_C1,0.855,183,0.932,1.000,0.405,1
,Q311_R31_C2,0.925,47,0.917,1.000,0.248,0
,Q311_R31_C3,0.898,737,0.912,1.000,0.173,1
,Q311_R31_C4,0.933,143,0.869,1.000,0.186,1
,Q311_R31_C5,0.851,237,0.916,1.000,0.448,1
,Q311_R31_C6,0.910,149,0.960,1.000,0.428,0
,Q311_R31_C7,0.938,11,0.947,1.000,0.449,0
,Q311_R31_C8,0.938,4,0.937,1.000,0.301,0
,Q311_R31_C9,0.912,599,0.952,1.000,0.371,0
,Q311_R31_C10,0.894,139,0.954,1.000,0.362,0
,Q311_R37_C1,0.935,107,0.696,1.000,0.384,0
,Q311_R37_C2,0.919,49,0.911,1.000,0.360,0
,Q311_R37_C3,0.921,130,0.955,1.000,0.364,0
,Q311_R37_C4,0.925,37,0.889,1.000,0.388,0
,Q311_R37_C5,0.871,109,0.931,1.000,0.345,0
,Q311_R37_C6,0.906,54,0.926,1.000,0.321,0
,Q311_R37_C7,0.929,31,0.928,1.000,0.339,0
,Q311_R37_C8,0.915,12,0.909,1.000,0.466,0
,Q311_R37_C9,0.941,877,0.932,0.990,0.251,0
,Q311_R37_C10,0.905,10,0.925,1.000,0.344,0
,Q311_R48_C1,1.000,112,0.799,1.000,-0.106,0
,Q311_R48_C2,0.971,73,0.877,1.000,0.247,1
,Q311_R48_C3,0.968,103,0.818,1.000,0.319,1
,Q311_R48_C4,0.956,29,0.853,1.000,0.240,0
,Q311_R48_C5,0.879,382,0.961,0.976,0.394,1
,Q311_R48_C6,0.912,74,0.853,1.000,0.167,0
,Q311_R48_C7,0.912,74,0.853,1.000,0.167,0
