question_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,bigram_similarity,w2v_cosine_similarity,relevance
Q306,Q306_R47_C10,0.969,278,0.706,1.0,0.059,Bad
Q306,Q306_R54_C1,0.862,104,0.955,1.0,0.467,Bad
Q306,Q306_R54_C2,0.896,201,0.943,0.99,0.404,Bad
Q306,Q306_R54_C3,0.914,237,0.931,1.0,0.502,Bad
Q306,Q306_R54_C4,0.865,41,0.937,0.992,0.478,Bad
Q306,Q306_R54_C5,0.833,350,0.969,0.995,0.549,Bad
Q306,Q306_R54_C6,0.855,157,0.964,0.98,0.521,Bad
Q306,Q306_R54_C7,0.873,225,0.927,0.989,0.501,Bad
Q306,Q306_R54_C8,0.837,51,0.939,1.0,0.346,Bad
Q306,Q306_R54_C9,0.957,257,0.924,1.0,0.443,Bad
Q306,Q306_R54_C10,0.919,212,0.93,1.0,0.449,Bad
Q306,Q306_R57_C1,0.848,38,0.954,0.986,0.48,Bad
Q306,Q306_R57_C2,0.886,169,0.96,1.0,0.456,Bad
Q306,Q306_R57_C3,0.934,196,0.784,1.0,0.053,Bad
Q306,Q306_R57_C4,0.957,240,0.79,0.978,0.128,Bad
Q306,Q306_R57_C5,0.841,453,0.964,0.996,0.362,Bad
Q306,Q306_R57_C6,0.854,222,0.93,0.983,0.321,Bad
Q306,Q306_R57_C7,0.759,517,0.975,0.95,0.662,Bad
Q306,Q306_R57_C8,0.856,459,0.931,1.0,0.207,Bad
Q306,Q306_R57_C9,0.914,239,0.932,1.0,0.678,Bad
Q306,Q306_R57_C10,0.989,109,0.904,1.0,0.346,Bad
Q306,Q306_R58_C1,0.883,174,0.933,1.0,0.389,Bad
Q306,Q306_R58_C2,0.904,306,0.886,1.0,0.094,Bad
Q306,Q306_R58_C3,0.836,323,0.964,0.99,0.537,Bad
Q306,Q306_R58_C4,0.841,232,0.962,1.0,0.757,Bad
Q306,Q306_R58_C5,0.871,216,0.935,0.967,0.522,Bad
Q306,Q306_R58_C6,0.867,372,0.958,0.99,0.199,Bad
Q306,Q306_R58_C7,0.914,208,0.918,1.0,0.498,Bad
Q306,Q306_R58_C8,0.846,484,0.958,0.987,0.411,Bad
Q306,Q306_R58_C9,0.851,14,0.967,0.993,0.585,Bad
Q306,Q306_R58_C10,0.973,358,0.974,1.0,0.627,Bad
Q306,Q306_R72_C1,1.0,298,0.435,1.0,-0.012,Bad
Q306,Q306_R72_C2,0.952,288,0.878,0.987,0.496,Bad
Q306,Q306_R72_C3,0.896,250,0.95,1.0,0.556,Bad
Q306,Q306_R72_C4,0.831,148,0.933,1.0,0.46,Bad
Q306,Q306_R72_C5,0.928,256,0.939,1.0,0.508,Bad
Q306,Q306_R72_C6,0.914,227,0.943,1.0,0.53,Bad
Q306,Q306_R72_C7,0.984,277,0.556,1.0,0.145,Bad
Q306,Q306_R72_C8,0.902,157,0.963,1.0,0.478,PotentiallyUseful
Q306,Q306_R72_C9,0.821,108,0.98,0.981,0.782,PotentiallyUseful
Q306,Q306_R72_C10,0.832,696,0.96,0.981,0.409,Bad
Q307,Q307_R3_C1,0.917,13,0.802,1.0,0.387,Bad
Q307,Q307_R3_C2,0.957,6,0.863,1.0,0.355,Bad
Q307,Q307_R3_C3,0.943,78,0.862,1.0,0.401,Bad
Q307,Q307_R3_C4,0.936,168,0.871,1.0,0.468,Bad
Q307,Q307_R3_C5,0.958,18,0.828,1.0,0.054,Bad
Q307,Q307_R3_C6,0.938,3,0.0,1.0,0.055,Bad
Q307,Q307_R3_C7,0.955,25,0.781,1.0,0.079,Bad
Q307,Q307_R3_C8,0.929,517,0.87,1.0,0.364,Bad
Q307,Q307_R3_C9,0.925,206,0.859,1.0,0.385,Bad
Q307,Q307_R3_C10,0.957,338,0.883,0.99,0.435,Bad
Q307,Q307_R5_C1,0.947,32,0.787,1.0,0.035,Bad
Q307,Q307_R5_C2,0.959,137,0.864,1.0,0.403,Bad
Q307,Q307_R5_C3,1.0,19,0.661,1.0,-0.019,Bad
Q307,Q307_R5_C4,0.952,25,0.845,1.0,0.298,Bad
Q307,Q307_R5_C5,1.0,26,0.816,1.0,0.212,Bad
Q307,Q307_R5_C6,0.917,4,0.837,1.0,0.042,Bad
Q307,Q307_R5_C7,0.933,31,0.846,1.0,0.346,Bad
Q307,Q307_R5_C8,0.943,54,0.845,1.0,0.256,Bad
Q307,Q307_R5_C9,0.94,311,0.873,1.0,0.362,Bad
Q307,Q307_R5_C10,0.951,274,0.868,1.0,0.401,Bad
Q307,Q307_R7_C1,0.964,19,0.777,1.0,-0.043,Bad
Q307,Q307_R7_C2,0.974,122,0.864,1.0,0.318,Bad
Q307,Q307_R7_C3,0.939,187,0.871,0.984,0.33,Bad
Q307,Q307_R7_C4,0.934,328,0.887,0.989,0.228,Bad
Q307,Q307_R7_C5,0.977,178,0.877,1.0,0.197,Bad
Q307,Q307_R7_C6,0.933,113,0.874,1.0,0.233,Bad
Q307,Q307_R7_C7,1.0,141,0.866,1.0,0.258,Bad
Q307,Q307_R7_C8,1.0,66,0.854,1.0,0.169,Bad
Q307,Q307_R7_C9,1.0,6,0.772,1.0,0.078,Bad
Q307,Q307_R7_C10,0.935,252,0.883,0.988,0.344,Bad
Q307,Q307_R9_C1,0.957,279,0.851,1.0,0.285,Bad
Q307,Q307_R9_C2,0.974,72,0.859,1.0,0.317,Bad
Q307,Q307_R9_C3,0.933,45,0.753,1.0,0.003,Bad
Q307,Q307_R9_C4,0.957,1,0.754,1.0,0.032,Bad
Q307,Q307_R9_C5,0.956,694,0.857,1.0,0.314,Bad
Q307,Q307_R9_C6,0.966,463,0.824,1.0,0.283,Bad
Q307,Q307_R9_C7,0.945,758,0.862,1.0,0.281,Bad
Q307,Q307_R9_C8,0.974,700,0.823,1.0,0.049,Bad
Q307,Q307_R9_C9,0.962,2,0.807,1.0,0.246,Bad
Q307,Q307_R9_C10,0.976,132,0.818,1.0,0.198,Bad
Q307,Q307_R12_C1,0.97,650,0.878,1.0,0.44,Bad
Q307,Q307_R12_C2,0.952,109,0.861,1.0,0.179,Bad
Q307,Q307_R12_C3,0.971,937,0.872,1.0,0.4,Bad
Q307,Q307_R12_C4,0.974,795,0.868,1.0,0.495,Bad
Q307,Q307_R12_C5,0.974,393,0.821,1.0,0.274,Bad
Q307,Q307_R12_C6,0.962,937,0.884,1.0,0.385,Bad
Q307,Q307_R12_C7,0.977,146,0.858,1.0,0.494,Bad
Q307,Q307_R12_C8,0.926,21,0.787,1.0,0.106,Bad
Q307,Q307_R12_C9,0.94,480,0.903,1.0,0.463,Bad
Q307,Q307_R12_C10,0.958,267,0.871,1.0,0.238,Bad
Q307,Q307_R15_C1,0.966,26,0.799,1.0,0.083,Bad
Q307,Q307_R15_C2,0.926,37,0.794,0.973,0.017,Bad
Q307,Q307_R15_C3,0.964,439,0.827,1.0,0.149,Bad
Q307,Q307_R15_C4,0.966,222,0.872,1.0,0.092,Bad
Q307,Q307_R15_C5,1.0,55,0.755,1.0,0.352,Bad
Q307,Q307_R15_C6,0.947,32,0.754,1.0,-0.125,Bad
Q307,Q307_R15_C7,1.0,4,0.786,1.0,0.108,Bad
Q307,Q307_R15_C8,0.906,67,0.849,0.972,0.148,Bad
Q307,Q307_R15_C9,0.974,83,0.841,1.0,0.195,Bad
Q307,Q307_R15_C10,0.929,137,0.86,1.0,0.184,Bad
Q307,Q307_R23_C1,0.973,80,0.86,1.0,0.328,Bad
Q307,Q307_R23_C2,0.965,202,0.863,1.0,0.23,Bad
Q307,Q307_R23_C3,0.935,268,0.871,0.988,0.256,Bad
Q307,Q307_R23_C4,0.971,937,0.87,1.0,0.417,Bad
Q307,Q307_R23_C5,0.943,52,0.865,1.0,0.353,Bad
Q307,Q307_R23_C6,0.947,435,0.89,1.0,0.311,Bad
Q307,Q307_R23_C7,1.0,55,0.634,1.0,-0.008,Bad
Q307,Q307_R23_C8,0.938,27,0.875,1.0,0.293,Bad
Q307,Q307_R23_C9,0.947,164,0.854,1.0,0.236,Bad
Q307,Q307_R23_C10,0.967,537,0.885,1.0,0.402,Bad
Q307,Q307_R35_C1,0.974,84,0.827,1.0,-0.103,Bad
Q307,Q307_R35_C2,0.935,50,0.846,1.0,0.224,Bad
Q307,Q307_R35_C3,0.982,256,0.786,1.0,-0.077,Bad
Q307,Q307_R35_C4,0.98,143,0.85,1.0,0.117,Bad
Q307,Q307_R35_C5,0.956,156,0.804,1.0,0.088,Bad
Q307,Q307_R35_C6,0.957,5,0.73,1.0,0.081,Bad
Q307,Q307_R35_C7,0.957,121,0.852,1.0,0.32,Bad
Q307,Q307_R35_C8,0.978,425,0.833,1.0,0.159,Bad
Q307,Q307_R35_C9,0.926,297,0.852,0.989,0.264,Bad
Q307,Q307_R35_C10,0.946,187,0.856,1.0,0.29,Bad
Q307,Q307_R36_C1,0.958,0,0.855,1.0,0.295,Bad
Q307,Q307_R36_C2,0.947,12,0.794,1.0,0.125,Bad
Q307,Q307_R36_C3,1.0,23,0.84,1.0,0.227,Bad
Q307,Q307_R36_C4,0.9,14,0.818,1.0,0.199,Bad
Q307,Q307_R36_C5,0.955,2,0.841,1.0,0.136,Bad
Q307,Q307_R36_C6,0.93,298,0.87,1.0,0.315,Bad
Q307,Q307_R36_C7,0.965,698,0.862,1.0,0.172,Bad
Q307,Q307_R36_C8,0.97,662,0.849,1.0,0.176,Bad
Q307,Q307_R36_C9,0.951,420,0.871,1.0,0.189,Bad
Q307,Q307_R36_C10,1.0,25,0.779,1.0,0.124,Bad
Q307,Q307_R45_C1,0.96,940,0.83,1.0,0.039,Bad
Q307,Q307_R45_C2,0.977,128,0.829,1.0,0.254,Bad
Q307,Q307_R45_C3,0.962,8,0.805,1.0,0.099,Bad
Q307,Q307_R45_C4,1.0,56,0.42,1.0,0.069,Bad
Q307,Q307_R45_C5,0.984,258,0.786,1.0,0.389,Bad
Q307,Q307_R45_C6,0.96,2,0.788,1.0,0.136,Bad
Q307,Q307_R45_C7,0.914,83,0.802,1.0,0.056,Bad
Q307,Q307_R45_C8,1.0,4,0.82,1.0,0.3,Bad
Q307,Q307_R45_C9,0.967,36,0.847,1.0,0.272,Bad
Q307,Q307_R45_C10,0.923,268,0.862,1.0,0.209,Bad
Q308,Q308_R14_C1,0.92,234,0.942,1.0,0.316,Bad
Q308,Q308_R14_C2,0.962,226,0.88,1.0,0.311,Bad
Q308,Q308_R14_C3,0.897,164,0.938,1.0,0.383,Bad
Q308,Q308_R14_C4,0.938,221,0.728,1.0,0.485,Bad
Q308,Q308_R14_C5,0.872,5,0.907,1.0,0.192,Bad
Q308,Q308_R14_C6,0.907,200,0.883,1.0,0.33,Bad
Q308,Q308_R14_C7,0.943,202,0.893,1.0,0.197,Bad
Q308,Q308_R14_C8,0.962,221,0.847,1.0,0.251,Bad
Q308,Q308_R14_C9,0.973,79,0.924,1.0,0.23,Bad
Q308,Q308_R14_C10,0.949,159,0.913,1.0,0.341,Bad
Q308,Q308_R17_C1,0.982,190,0.814,1.0,0.126,Bad
Q308,Q308_R17_C2,0.962,219,0.816,1.0,0.046,Bad
Q308,Q308_R17_C3,0.967,169,0.902,1.0,0.009,Bad
Q308,Q308_R17_C4,0.964,198,0.742,1.0,-0.019,Bad
Q308,Q308_R17_C5,1.0,201,0.71,1.0,-0.015,Bad
Q308,Q308_R17_C6,0.93,178,0.934,0.986,0.246,Bad
Q308,Q308_R17_C7,1.0,223,0.322,1.0,-0.208,Bad
Q308,Q308_R17_C8,0.979,242,0.542,1.0,0.345,Bad
Q308,Q308_R17_C9,0.941,210,0.906,1.0,0.558,Bad
Q308,Q308_R17_C10,0.983,140,0.858,1.0,-0.008,Bad
Q308,Q308_R22_C1,0.966,118,0.807,1.0,0.158,Bad
Q308,Q308_R22_C2,0.944,207,0.885,1.0,0.347,Bad
Q308,Q308_R22_C3,0.918,35,0.934,1.0,0.15,Bad
Q308,Q308_R22_C4,0.882,433,0.945,0.995,0.429,Bad
Q308,Q308_R22_C5,0.881,176,0.933,0.985,0.37,Bad
Q308,Q308_R22_C6,0.982,191,0.922,1.0,0.235,Bad
Q308,Q308_R22_C7,0.886,302,0.964,0.994,0.403,Bad
Q308,Q308_R22_C8,1.0,238,0.0,1.0,-0.103,Bad
Q308,Q308_R22_C9,0.912,116,0.891,1.0,-0.006,Bad
Q308,Q308_R22_C10,0.905,757,0.901,1.0,0.09,Bad
Q308,Q308_R23_C1,0.911,26,0.941,1.0,0.285,Bad
Q308,Q308_R23_C2,0.985,100,0.897,1.0,0.286,Bad
Q308,Q308_R23_C3,0.981,213,0.728,1.0,0.329,Bad
Q308,Q308_R23_C4,0.921,31,0.926,0.989,0.414,Bad
Q308,Q308_R23_C5,0.872,45,0.95,1.0,0.49,Bad
Q308,Q308_R23_C6,0.873,38,0.941,1.0,0.492,Bad
Q308,Q308_R23_C7,0.928,484,0.916,1.0,0.075,Bad
Q308,Q308_R23_C8,0.955,129,0.913,1.0,0.162,Bad
Q308,Q308_R23_C9,0.867,82,0.912,1.0,0.301,Bad
Q308,Q308_R23_C10,0.958,72,0.917,1.0,0.163,Bad
Q308,Q308_R27_C1,0.937,156,0.9,0.986,0.151,Bad
Q308,Q308_R27_C2,0.981,205,0.871,1.0,0.218,Bad
Q308,Q308_R27_C3,0.933,153,0.92,1.0,0.291,Bad
Q308,Q308_R27_C4,0.981,222,0.803,1.0,0.28,Bad
Q308,Q308_R27_C5,0.879,154,0.937,0.986,0.291,Bad
Q308,Q308_R27_C6,0.967,160,0.899,1.0,0.322,Bad
Q308,Q308_R27_C7,0.922,134,0.936,1.0,0.322,Bad
Q308,Q308_R27_C8,0.944,90,0.931,1.0,0.397,Bad
Q308,Q308_R27_C9,0.941,115,0.934,0.988,0.285,Bad
Q308,Q308_R27_C10,0.944,195,0.881,1.0,0.389,Bad
Q308,Q308_R32_C1,0.914,159,0.948,1.0,0.548,Bad
Q308,Q308_R32_C2,0.903,89,0.941,1.0,0.39,Bad
Q308,Q308_R32_C3,0.9,148,0.874,1.0,0.297,Bad
Q308,Q308_R32_C4,0.921,167,0.935,1.0,0.299,Bad
Q308,Q308_R32_C5,0.932,57,0.881,1.0,0.1,Bad
Q308,Q308_R32_C6,0.901,137,0.941,0.991,0.252,Bad
Q308,Q308_R32_C7,0.87,229,0.948,1.0,0.32,Bad
Q308,Q308_R32_C8,0.939,101,0.915,1.0,0.171,Bad
Q308,Q308_R32_C9,0.969,114,0.914,1.0,0.287,Bad
Q308,Q308_R32_C10,0.982,189,0.84,1.0,0.21,Bad
Q308,Q308_R40_C1,0.944,169,0.837,0.985,0.232,Bad
Q308,Q308_R40_C2,0.868,26,0.944,1.0,0.473,Bad
Q308,Q308_R40_C3,0.926,205,0.934,0.984,0.367,Bad
Q308,Q308_R40_C4,0.926,192,0.917,1.0,0.242,Bad
Q308,Q308_R40_C5,0.952,133,0.921,1.0,0.159,Bad
Q308,Q308_R40_C6,0.9,149,0.902,1.0,0.358,Bad
Q308,Q308_R40_C7,0.896,48,0.906,1.0,0.284,Bad
Q308,Q308_R40_C8,0.87,38,0.924,1.0,0.261,Bad
Q308,Q308_R40_C9,0.9,216,0.894,0.984,0.289,Bad
Q308,Q308_R40_C10,0.962,215,0.89,1.0,0.407,Bad
Q308,Q308_R41_C1,0.98,220,0.855,1.0,0.25,Bad
Q308,Q308_R41_C2,0.906,2,0.911,1.0,0.243,Bad
Q308,Q308_R41_C3,0.947,175,0.894,1.0,0.065,Bad
Q308,Q308_R41_C4,0.96,221,0.84,1.0,0.377,Bad
Q308,Q308_R41_C5,0.933,145,0.925,1.0,0.182,Bad
Q308,Q308_R41_C6,0.93,159,0.873,1.0,0.474,Bad
Q308,Q308_R41_C7,1.0,222,0.761,1.0,0.018,Bad
Q308,Q308_R41_C8,0.981,213,0.79,1.0,0.01,Bad
Q308,Q308_R41_C9,0.934,157,0.905,1.0,0.361,Bad
Q308,Q308_R41_C10,0.932,145,0.893,0.986,0.125,Bad
Q308,Q308_R48_C1,0.934,163,0.928,1.0,0.416,Bad
Q308,Q308_R48_C2,0.891,97,0.892,1.0,0.257,Bad
Q308,Q308_R48_C3,0.9,95,0.967,1.0,0.57,Bad
Q308,Q308_R48_C4,0.91,5,0.946,1.0,0.51,Bad
Q308,Q308_R48_C5,0.867,37,0.927,1.0,0.262,Bad
Q308,Q308_R48_C6,0.887,144,0.931,1.0,0.509,Bad
Q308,Q308_R48_C7,0.911,25,0.915,1.0,0.313,Bad
Q308,Q308_R48_C8,0.896,96,0.875,1.0,0.09,Bad
Q308,Q308_R48_C9,0.927,177,0.898,0.985,0.186,Bad
Q308,Q308_R48_C10,0.922,188,0.791,1.0,0.115,Bad
Q308,Q308_R53_C1,0.931,69,0.904,1.0,0.052,Bad
Q308,Q308_R53_C2,0.944,102,0.939,1.0,0.418,Bad
Q308,Q308_R53_C3,0.984,171,0.865,1.0,0.276,Bad
Q308,Q308_R53_C4,0.91,595,0.894,0.989,0.077,Bad
Q308,Q308_R53_C5,0.87,194,0.93,0.993,0.347,Bad
Q308,Q308_R53_C6,0.925,149,0.811,1.0,0.201,Bad
Q308,Q308_R53_C7,0.896,123,0.941,1.0,0.4,Bad
Q308,Q308_R53_C8,0.886,285,0.936,0.988,0.461,Bad
Q308,Q308_R53_C9,0.939,91,0.953,1.0,0.307,Bad
Q308,Q308_R53_C10,0.909,94,0.963,1.0,0.448,Bad
Q309,Q309_R1_C1,0.911,45,0.912,1.0,0.571,Good
Q309,Q309_R1_C2,0.934,547,0.938,1.0,0.426,Good
Q309,Q309_R1_C3,0.903,106,0.93,1.0,0.374,Good
Q309,Q309_R1_C4,0.828,92,0.966,1.0,0.721,Bad
Q309,Q309_R1_C5,0.859,173,0.926,0.99,0.625,Bad
Q309,Q309_R1_C6,0.903,58,0.938,1.0,0.529,PotentiallyUseful
Q309,Q309_R1_C7,0.898,45,0.937,1.0,0.648,Bad
Q309,Q309_R1_C8,0.844,40,0.937,1.0,0.571,Bad
Q309,Q309_R1_C9,0.863,1,0.941,0.971,0.479,PotentiallyUseful
Q309,Q309_R1_C10,0.83,26,0.942,1.0,0.691,Bad
Q309,Q309_R4_C1,0.907,93,0.933,1.0,0.604,PotentiallyUseful
Q309,Q309_R4_C2,0.946,125,0.857,1.0,0.552,Good
Q309,Q309_R4_C3,0.889,64,0.948,1.0,0.631,Good
Q309,Q309_R4_C4,0.884,81,0.912,1.0,0.533,Good
Q309,Q309_R4_C5,0.884,81,0.912,1.0,0.533,Good
Q309,Q309_R4_C6,0.867,61,0.962,1.0,0.655,Good
Q309,Q309_R4_C7,0.959,73,0.934,1.0,0.489,Good
Q309,Q309_R4_C8,1.0,92,0.906,1.0,0.542,Good
Q309,Q309_R4_C9,0.928,539,0.957,0.994,0.618,Good
Q309,Q309_R4_C10,0.867,203,0.943,1.0,0.654,Good
Q309,Q309_R9_C1,0.95,108,0.925,1.0,0.576,Good
Q309,Q309_R9_C2,0.911,86,0.932,1.0,0.566,PotentiallyUseful
Q309,Q309_R9_C3,0.952,107,0.89,1.0,0.539,PotentiallyUseful
Q309,Q309_R9_C4,0.921,115,0.893,1.0,0.616,Good
Q309,Q309_R9_C5,0.848,115,0.916,0.966,0.66,Good
Q309,Q309_R9_C6,0.95,114,0.871,1.0,0.262,Bad
Q309,Q309_R9_C7,0.83,44,0.929,1.0,0.651,Bad
Q309,Q309_R9_C8,0.949,115,0.887,1.0,0.329,Good
Q309,Q309_R9_C9,0.913,52,0.949,0.962,0.426,Good
Q309,Q309_R9_C10,0.895,117,0.793,1.0,0.459,PotentiallyUseful
Q309,Q309_R11_C1,0.889,12,0.928,1.0,0.625,PotentiallyUseful
Q309,Q309_R11_C2,0.843,9,0.958,1.0,0.699,PotentiallyUseful
Q309,Q309_R11_C3,0.797,83,0.954,0.988,0.571,PotentiallyUseful
Q309,Q309_R11_C4,0.886,501,0.963,1.0,0.621,PotentiallyUseful
Q309,Q309_R11_C5,0.826,55,0.926,0.982,0.554,Bad
Q309,Q309_R11_C6,0.806,101,0.954,0.989,0.708,PotentiallyUseful
Q309,Q309_R11_C7,0.849,265,0.955,1.0,0.713,PotentiallyUseful
Q309,Q309_R11_C8,0.867,199,0.964,0.991,0.375,PotentiallyUseful
Q309,Q309_R11_C9,0.879,39,0.95,0.986,0.633,PotentiallyUseful
Q309,Q309_R11_C10,0.828,55,0.958,0.987,0.654,PotentiallyUseful
Q309,Q309_R12_C1,0.973,141,0.824,1.0,0.346,PotentiallyUseful
Q309,Q309_R12_C2,0.973,128,0.842,1.0,0.512,Bad
Q309,Q309_R12_C3,1.0,41,0.87,1.0,0.471,PotentiallyUseful
Q309,Q309_R12_C4,0.907,77,0.941,1.0,0.715,Bad
Q309,Q309_R12_C5,0.9,37,0.941,1.0,0.501,PotentiallyUseful
Q309,Q309_R12_C6,0.906,87,0.944,0.988,0.655,PotentiallyUseful
Q309,Q309_R12_C7,0.985,72,0.922,1.0,0.519,PotentiallyUseful
Q309,Q309_R12_C8,0.895,104,0.872,1.0,0.515,Bad
Q309,Q309_R12_C9,0.859,423,0.934,1.0,0.629,Bad
Q309,Q309_R12_C10,0.898,39,0.936,1.0,0.64,Bad
Q309,Q309_R19_C1,0.855,74,0.945,1.0,0.547,PotentiallyUseful
Q309,Q309_R19_C2,0.946,27,0.907,1.0,0.381,PotentiallyUseful
Q309,Q309_R19_C3,0.918,44,0.943,1.0,0.478,PotentiallyUseful
Q309,Q309_R19_C4,0.971,144,0.788,1.0,0.202,PotentiallyUseful
Q309,Q309_R19_C5,0.838,121,0.941,0.978,0.569,PotentiallyUseful
Q309,Q309_R19_C6,0.838,121,0.941,0.978,0.569,PotentiallyUseful
Q309,Q309_R19_C7,0.917,128,0.807,1.0,0.354,Bad
Q309,Q309_R19_C8,0.915,12,0.909,1.0,0.336,Bad
Q309,Q309_R19_C9,0.979,74,0.795,1.0,0.021,PotentiallyUseful
Q309,Q309_R19_C10,0.929,13,0.933,1.0,0.552,PotentiallyUseful
Q309,Q309_R23_C1,0.976,95,0.884,1.0,0.403,PotentiallyUseful
Q309,Q309_R23_C2,0.978,81,0.908,1.0,0.523,PotentiallyUseful
Q309,Q309_R23_C3,0.9,28,0.953,1.0,0.51,PotentiallyUseful
Q309,Q309_R23_C4,0.915,53,0.94,1.0,0.587,PotentiallyUseful
Q309,Q309_R23_C5,1.0,137,0.842,1.0,0.325,PotentiallyUseful
Q309,Q309_R23_C6,0.971,147,0.792,1.0,0.308,PotentiallyUseful
Q309,Q309_R23_C7,0.911,50,0.918,1.0,0.559,PotentiallyUseful
Q309,Q309_R23_C8,0.936,67,0.927,1.0,0.575,PotentiallyUseful
Q309,Q309_R23_C9,0.971,150,0.787,1.0,0.423,PotentiallyUseful
Q309,Q309_R23_C10,0.939,46,0.894,1.0,0.401,PotentiallyUseful
Q309,Q309_R26_C1,0.845,74,0.955,1.0,0.627,Good
Q309,Q309_R26_C2,0.875,457,0.93,1.0,0.424,Good
Q309,Q309_R26_C3,0.936,68,0.908,1.0,0.562,Bad
Q309,Q309_R26_C4,0.912,87,0.939,1.0,0.559,Good
Q309,Q309_R26_C5,0.897,236,0.944,1.0,0.579,Good
Q309,Q309_R26_C6,0.857,78,0.913,1.0,0.666,PotentiallyUseful
Q309,Q309_R26_C7,0.931,7,0.93,1.0,0.609,PotentiallyUseful
Q309,Q309_R26_C8,0.82,329,0.96,0.992,0.718,Bad
Q309,Q309_R26_C9,0.854,13,0.933,1.0,0.644,Bad
Q309,Q309_R26_C10,0.868,121,0.937,1.0,0.633,Bad
Q309,Q309_R29_C1,0.956,74,0.907,1.0,0.46,PotentiallyUseful
Q309,Q309_R29_C2,0.955,53,0.927,1.0,0.269,Bad
Q309,Q309_R29_C3,0.941,48,0.916,1.0,0.278,Bad
Q309,Q309_R29_C4,1.0,127,0.907,1.0,0.484,Bad
Q309,Q309_R29_C5,0.957,82,0.923,1.0,0.173,Bad
Q309,Q309_R29_C6,0.905,63,0.933,1.0,0.537,Bad
Q309,Q309_R29_C7,0.913,66,0.922,1.0,0.134,Bad
Q309,Q309_R29_C8,0.947,89,0.951,1.0,0.183,Bad
Q309,Q309_R29_C9,0.922,45,0.928,1.0,0.391,Bad
Q309,Q309_R29_C10,0.976,109,0.894,1.0,0.322,Bad
Q309,Q309_R61_C1,0.956,93,0.906,1.0,0.425,PotentiallyUseful
Q309,Q309_R61_C2,0.791,58,0.946,0.964,0.696,PotentiallyUseful
Q309,Q309_R61_C3,0.884,85,0.933,0.981,0.357,PotentiallyUseful
Q309,Q309_R61_C4,0.896,341,0.941,0.985,0.387,PotentiallyUseful
Q309,Q309_R61_C5,0.926,25,0.924,1.0,0.559,PotentiallyUseful
Q309,Q309_R61_C6,0.855,93,0.93,0.988,0.119,Bad
Q309,Q309_R61_C7,0.878,776,0.969,0.978,0.341,PotentiallyUseful
Q309,Q309_R61_C8,0.9,18,0.945,1.0,0.582,Bad
Q309,Q309_R61_C9,0.953,89,0.92,1.0,0.186,Bad
Q309,Q309_R61_C10,0.921,50,0.924,1.0,0.63,Bad
Q310,Q310_R14_C1,0.912,102,0.935,1.0,0.303,PotentiallyUseful
Q310,Q310_R14_C2,0.975,118,0.755,1.0,0.259,Bad
Q310,Q310_R14_C3,0.952,113,0.836,1.0,0.212,Bad
Q310,Q310_R14_C4,0.906,53,0.949,1.0,0.431,PotentiallyUseful
Q310,Q310_R14_C5,0.973,143,0.728,1.0,0.016,Bad
Q310,Q310_R14_C6,0.978,54,0.827,1.0,-0.01,Bad
Q310,Q310_R14_C7,1.0,222,0.927,1.0,0.415,PotentiallyUseful
Q310,Q310_R14_C8,0.895,378,0.957,0.994,0.419,PotentiallyUseful
Q310,Q310_R14_C9,0.919,14,0.862,1.0,0.293,PotentiallyUseful
Q310,Q310_R14_C10,0.904,339,0.949,0.985,0.355,PotentiallyUseful
Q310,Q310_R22_C1,1.0,157,0.0,1.0,0.049,Bad
Q310,Q310_R22_C2,0.949,146,0.661,1.0,0.146,Bad
Q310,Q310_R22_C3,0.895,132,0.856,1.0,0.468,Bad
Q310,Q310_R22_C4,1.0,121,0.298,1.0,0.278,PotentiallyUseful
Q310,Q310_R22_C5,0.947,14,0.895,1.0,0.291,Bad
Q310,Q310_R22_C6,0.939,66,0.91,1.0,0.476,PotentiallyUseful
Q310,Q310_R22_C7,0.868,122,0.857,0.953,0.525,Bad
Q310,Q310_R22_C8,1.0,146,0.672,1.0,0.338,Bad
Q310,Q310_R22_C9,1.0,152,0.538,1.0,0.166,Bad
Q310,Q310_R22_C10,0.877,26,0.958,0.985,0.572,Bad
Q310,Q310_R23_C1,0.958,68,0.912,0.98,0.067,Bad
Q310,Q310_R23_C2,0.881,213,0.957,0.983,0.408,PotentiallyUseful
Q310,Q310_R23_C3,0.945,68,0.923,0.988,0.38,PotentiallyUseful
Q310,Q310_R23_C4,0.977,107,0.861,1.0,0.327,PotentiallyUseful
Q310,Q310_R23_C5,0.914,11,0.934,1.0,0.189,Bad
Q310,Q310_R23_C6,0.933,376,0.945,1.0,0.248,PotentiallyUseful
Q310,Q310_R23_C7,0.857,106,0.924,1.0,0.403,Bad
Q310,Q310_R23_C8,0.944,214,0.956,1.0,0.512,Bad
Q310,Q310_R23_C9,0.944,214,0.956,1.0,0.512,Bad
Q310,Q310_R23_C10,0.925,391,0.946,0.986,0.466,Bad
Q310,Q310_R33_C1,0.894,78,0.895,0.981,0.358,Bad
Q310,Q310_R33_C2,0.9,146,0.923,1.0,0.309,Bad
Q310,Q310_R33_C3,1.0,128,0.772,1.0,-0.01,Bad
Q310,Q310_R33_C4,0.979,74,0.868,1.0,0.134,Bad
Q310,Q310_R33_C5,0.949,125,0.806,1.0,0.137,Bad
Q310,Q310_R33_C6,0.837,43,0.937,0.949,0.438,Bad
