id,question1_id,question2_id,jaccard_distance,length_difference,cosine_similarity,relevance
1648,Q115,Q115_R23,0.814,258,0.8,1
1649,Q115,Q115_R24,0.838,133,0.93,1
1650,Q116,Q116_R2,0.763,174,0.73,1
1651,Q116,Q116_R7,0.826,135,0.778,1
1652,Q116,Q116_R11,0.931,290,0.619,0
1653,Q116,Q116_R17,0.872,145,0.622,0
1654,Q116,Q116_R41,0.867,231,0.718,0
1655,Q116,Q116_R49,0.853,64,0.535,0
1656,Q116,Q116_R53,0.903,234,0.695,1
1657,Q116,Q116_R54,0.924,224,0.728,1
1658,Q116,Q116_R59,0.908,317,0.594,0
1659,Q116,Q116_R63,0.903,4,0.641,0
1660,Q117,Q117_R4,0.81,237,0.775,1
1661,Q117,Q117_R6,0.344,70,0.921,1
1662,Q117,Q117_R8,0.828,9,0.763,1
1663,Q117,Q117_R27,0.872,33,0.813,1
1664,Q117,Q117_R31,0.861,83,0.661,0
1665,Q117,Q117_R35,0.817,73,0.771,0
1666,Q117,Q117_R44,0.85,68,0.864,1
1667,Q117,Q117_R46,0.839,183,0.598,0
1668,Q117,Q117_R48,0.797,0,0.849,1
1669,Q117,Q117_R54,0.851,94,0.788,0
1670,Q118,Q118_R12,0.86,112,0.882,0
1671,Q118,Q118_R17,0.861,202,0.857,0
1672,Q118,Q118_R23,0.855,181,0.881,0
1673,Q118,Q118_R31,0.857,54,0.785,0
1674,Q118,Q118_R37,0.853,33,0.824,0
1675,Q118,Q118_R43,0.926,298,0.61,0
1676,Q118,Q118_R49,0.857,136,0.856,1
1677,Q118,Q118_R50,0.844,5,0.802,0
1678,Q118,Q118_R54,0.853,61,0.84,0
1679,Q118,Q118_R58,0.935,294,0.395,0
1680,Q119,Q119_R4,0.795,128,0.871,1
1681,Q119,Q119_R5,0.835,5,0.875,0
1682,Q119,Q119_R14,0.861,58,0.865,1
1683,Q119,Q119_R24,0.803,206,0.817,0
1684,Q119,Q119_R58,0.962,181,0.582,1
1685,Q119,Q119_R61,0.765,187,0.768,1
1686,Q119,Q119_R63,0.787,0,0.915,1
1687,Q119,Q119_R66,0.88,106,0.66,0
1688,Q119,Q119_R74,0.844,67,0.859,1
1689,Q119,Q119_R86,0.879,250,0.813,1
1690,Q120,Q120_R2,0.81,20,0.732,1
1691,Q120,Q120_R15,0.91,23,0.754,0
1692,Q120,Q120_R17,0.861,37,0.835,0
1693,Q120,Q120_R21,0.865,1,0.782,1
1694,Q120,Q120_R23,0.878,44,0.845,1
1695,Q120,Q120_R38,0.845,19,0.7,1
1696,Q120,Q120_R43,0.931,140,0.646,1
1697,Q120,Q120_R46,0.867,130,0.861,0
1698,Q120,Q120_R54,0.88,9,0.742,0
1699,Q120,Q120_R57,0.853,100,0.731,0
1700,Q121,Q121_R1,0.167,6,0.989,1
1701,Q121,Q121_R2,0.915,348,0.723,0
1702,Q121,Q121_R3,0.9,36,0.788,0
1703,Q121,Q121_R20,0.891,99,0.778,0
1704,Q121,Q121_R23,0.887,19,0.803,0
1705,Q121,Q121_R26,0.913,130,0.808,0
1706,Q121,Q121_R29,0.854,186,0.821,0
1707,Q121,Q121_R32,0.931,209,0.745,0
1708,Q121,Q121_R34,0.874,93,0.813,0
1709,Q121,Q121_R35,0.915,58,0.831,0
1710,Q122,Q122_R17,0.869,141,0.822,0
1711,Q122,Q122_R30,0.858,38,0.873,0
1712,Q122,Q122_R39,0.907,49,0.8,1
1713,Q122,Q122_R46,0.92,190,0.728,0
1714,Q122,Q122_R47,0.924,301,0.728,1
1715,Q122,Q122_R48,0.891,38,0.807,0
1716,Q122,Q122_R52,0.857,91,0.804,0
1717,Q122,Q122_R53,0.867,4,0.872,0
1718,Q122,Q122_R76,0.905,38,0.864,0
1719,Q122,Q122_R80,0.914,206,0.79,0
1720,Q123,Q123_R3,0.905,28,0.555,1
1721,Q123,Q123_R6,0.865,179,0.824,0
1722,Q123,Q123_R13,0.857,109,0.68,0
1723,Q123,Q123_R15,0.939,104,0.629,0
1724,Q123,Q123_R19,0.958,297,0.652,0
1725,Q123,Q123_R21,0.846,140,0.738,1
1726,Q123,Q123_R44,0.947,405,0.537,0
1727,Q123,Q123_R49,0.95,268,0.563,0
1728,Q123,Q123_R50,0.964,288,0.395,0
1729,Q123,Q123_R54,0.949,93,0.631,0
1730,Q124,Q124_R3,0.9,81,0.628,1
1731,Q124,Q124_R4,0.941,114,0.413,0
1732,Q124,Q124_R6,0.9,5,0.535,0
1733,Q124,Q124_R9,0.943,250,0.617,0
1734,Q124,Q124_R15,0.873,139,0.742,1
1735,Q124,Q124_R16,0.896,129,0.491,1
1736,Q124,Q124_R18,0.921,198,0.575,0
1737,Q124,Q124_R21,0.891,99,0.458,0
1738,Q124,Q124_R23,0.897,60,0.52,0
1739,Q124,Q124_R27,0.957,111,0.646,0
1740,Q125,Q125_R4,0.865,166,0.696,1
1741,Q125,Q125_R23,0.909,144,0.631,1
1742,Q125,Q125_R25,0.873,32,0.787,0
1743,Q125,Q125_R32,0.891,79,0.759,1
1744,Q125,Q125_R34,0.889,108,0.717,1
1745,Q125,Q125_R50,0.892,31,0.727,1
1746,Q125,Q125_R52,0.925,51,0.759,1
1747,Q125,Q125_R55,0.836,18,0.832,0
1748,Q125,Q125_R56,0.953,100,0.69,0
1749,Q125,Q125_R60,0.904,20,0.688,0
1750,Q126,Q126_R5,0.931,117,0.858,0
1751,Q126,Q126_R6,0.927,253,0.788,0
1752,Q126,Q126_R14,0.962,29,0.505,0
1753,Q126,Q126_R15,0.926,33,0.758,0
1754,Q126,Q126_R18,0.904,215,0.826,0
1755,Q126,Q126_R20,0.949,330,0.855,0
1756,Q126,Q126_R23,0.966,49,0.792,0
1757,Q126,Q126_R28,0.943,154,0.833,0
1758,Q126,Q126_R45,0.925,42,0.692,0
1759,Q126,Q126_R46,0.902,26,0.772,0
1760,Q127,Q127_R24,0.852,103,0.854,1
1761,Q127,Q127_R26,0.839,48,0.862,1
1762,Q127,Q127_R34,0.947,212,0.759,1
1763,Q127,Q127_R40,0.833,202,0.832,1
1764,Q127,Q127_R47,0.864,94,0.815,1
1765,Q127,Q127_R51,0.823,97,0.776,1
1766,Q127,Q127_R59,0.86,83,0.679,1
1767,Q127,Q127_R67,0.808,87,0.828,1
1768,Q127,Q127_R76,0.791,34,0.87,1
1769,Q127,Q127_R78,0.89,196,0.8,1
1770,Q128,Q128_R1,0.833,81,0.746,1
1771,Q128,Q128_R5,0.865,129,0.804,1
1772,Q128,Q128_R18,0.947,34,0.617,1
1773,Q128,Q128_R30,0.878,80,0.828,1
1774,Q128,Q128_R37,0.965,53,0.674,1
1775,Q128,Q128_R40,0.846,88,0.808,1
1776,Q128,Q128_R46,0.847,102,0.836,1
1777,Q128,Q128_R47,0.836,32,0.889,0
1778,Q128,Q128_R52,0.909,162,0.852,0
1779,Q128,Q128_R58,0.882,101,0.741,1
1780,Q129,Q129_R2,0.978,278,0.734,1
1781,Q129,Q129_R8,0.843,26,0.807,0
1782,Q129,Q129_R42,0.895,290,0.831,0
1783,Q129,Q129_R61,0.914,104,0.863,1
1784,Q129,Q129_R66,0.911,46,0.779,0
1785,Q129,Q129_R67,0.929,110,0.681,0
1786,Q129,Q129_R72,0.922,57,0.785,1
1787,Q129,Q129_R86,0.922,33,0.641,0
1788,Q129,Q129_R90,0.964,234,0.807,0
1789,Q129,Q129_R98,0.855,133,0.877,0
1790,Q130,Q130_R5,0.851,113,0.822,1
1791,Q130,Q130_R9,0.822,57,0.824,1
1792,Q130,Q130_R13,0.871,122,0.751,1
1793,Q130,Q130_R18,0.841,73,0.75,0
1794,Q130,Q130_R23,0.908,95,0.785,0
1795,Q130,Q130_R25,0.862,112,0.828,1
1796,Q130,Q130_R29,0.899,110,0.577,1
1797,Q130,Q130_R31,0.889,12,0.704,0
1798,Q130,Q130_R34,0.894,251,0.679,1
1799,Q130,Q130_R36,0.86,137,0.832,1
1800,Q131,Q131_R2,0.884,82,0.761,1
1801,Q131,Q131_R6,0.796,23,0.768,1
1802,Q131,Q131_R7,0.894,77,0.763,1
1803,Q131,Q131_R8,0.909,315,0.765,1
1804,Q131,Q131_R13,0.833,88,0.774,0
1805,Q131,Q131_R44,0.917,54,0.569,1
1806,Q131,Q131_R51,0.879,22,0.811,1
1807,Q131,Q131_R62,0.826,243,0.853,1
1808,Q131,Q131_R73,0.827,185,0.665,1
1809,Q131,Q131_R92,0.91,189,0.82,0
1810,Q132,Q132_R7,0.947,98,0.656,1
1811,Q132,Q132_R21,0.902,69,0.737,1
1812,Q132,Q132_R28,0.931,94,0.769,1
1813,Q132,Q132_R41,0.86,148,0.788,1
1814,Q132,Q132_R43,0.86,46,0.849,1
1815,Q132,Q132_R45,0.889,29,0.783,1
1816,Q132,Q132_R51,0.917,39,0.736,1
1817,Q132,Q132_R59,0.863,121,0.829,0
1818,Q132,Q132_R60,0.906,351,0.785,0
1819,Q132,Q132_R62,0.909,14,0.795,0
1820,Q133,Q133_R4,0.897,3,0.864,0
1821,Q133,Q133_R10,0.897,268,0.775,0
1822,Q133,Q133_R31,0.861,38,0.882,0
1823,Q133,Q133_R55,0.845,117,0.856,0
1824,Q133,Q133_R67,0.882,195,0.836,1
1825,Q133,Q133_R68,0.887,149,0.782,1
1826,Q133,Q133_R79,0.868,124,0.916,0
1827,Q133,Q133_R83,0.914,237,0.827,0
1828,Q133,Q133_R86,0.815,112,0.821,1
1829,Q133,Q133_R87,0.833,37,0.876,0
1830,Q134,Q134_R4,0.896,253,0.828,0
1831,Q134,Q134_R23,0.933,374,0.596,0
1832,Q134,Q134_R30,0.87,255,0.746,0
1833,Q134,Q134_R32,0.888,52,0.903,0
1834,Q134,Q134_R35,0.865,278,0.863,0
1835,Q134,Q134_R37,0.909,297,0.829,0
1836,Q134,Q134_R40,0.894,19,0.837,0
1837,Q134,Q134_R43,0.918,333,0.737,0
1838,Q134,Q134_R44,0.852,153,0.903,0
1839,Q134,Q134_R48,0.916,343,0.818,0
1840,Q135,Q135_R5,0.915,200,0.628,0
1841,Q135,Q135_R15,0.859,35,0.829,0
1842,Q135,Q135_R16,0.825,154,0.847,0
1843,Q135,Q135_R19,0.915,75,0.623,0
1844,Q135,Q135_R27,0.89,74,0.759,0
1845,Q135,Q135_R29,0.951,204,0.631,0
1846,Q135,Q135_R34,0.948,198,0.836,0
1847,Q135,Q135_R36,0.895,56,0.681,0
1848,Q135,Q135_R37,0.943,6,0.761,0
1849,Q135,Q135_R41,0.885,197,0.868,0
1850,Q136,Q136_R2,0.742,69,0.796,1
1851,Q136,Q136_R7,0.846,151,0.647,1
1852,Q136,Q136_R12,0.9,141,0.803,1
1853,Q136,Q136_R15,0.941,145,0.473,1
1854,Q136,Q136_R16,0.88,133,0.69,0
1855,Q136,Q136_R24,0.896,144,0.75,0
1856,Q136,Q136_R25,0.825,108,0.512,1
1857,Q136,Q136_R30,0.944,26,0.499,0
1858,Q136,Q136_R33,0.907,88,0.716,0
1859,Q136,Q136_R39,0.886,33,0.62,0
1860,Q137,Q137_R20,0.812,181,0.83,1
1861,Q137,Q137_R25,0.882,392,0.726,1
1862,Q137,Q137_R34,0.938,205,0.65,1
1863,Q137,Q137_R36,0.767,157,0.844,1
1864,Q137,Q137_R42,0.8,105,0.617,1
1865,Q137,Q137_R57,0.857,269,0.703,1
1866,Q137,Q137_R61,0.805,128,0.771,1
1867,Q137,Q137_R82,0.968,220,0.382,1
1868,Q137,Q137_R84,0.831,325,0.756,1
1869,Q137,Q137_R86,0.91,348,0.713,0
1870,Q138,Q138_R6,0.908,165,0.774,1
1871,Q138,Q138_R10,0.866,120,0.797,0
1872,Q138,Q138_R27,0.873,126,0.821,0
1873,Q138,Q138_R32,0.96,221,0.701,0
1874,Q138,Q138_R33,0.918,86,0.802,0
1875,Q138,Q138_R38,0.969,283,0.664,0
1876,Q138,Q138_R40,0.876,10,0.808,0
1877,Q138,Q138_R41,0.924,187,0.868,0
1878,Q138,Q138_R45,0.857,22,0.79,0
1879,Q138,Q138_R51,0.933,91,0.694,0
1880,Q139,Q139_R7,0.873,12,0.897,1
1881,Q139,Q139_R20,0.879,136,0.779,0
1882,Q139,Q139_R22,0.97,273,0.27,1
1883,Q139,Q139_R24,0.913,289,0.552,1
1884,Q139,Q139_R26,0.939,316,0.533,0
1885,Q139,Q139_R34,0.817,65,0.829,1
1886,Q139,Q139_R38,0.896,63,0.84,1
1887,Q139,Q139_R55,0.918,115,0.779,1
1888,Q139,Q139_R62,0.925,278,0.775,1
1889,Q139,Q139_R87,0.973,238,0.678,0
1890,Q140,Q140_R7,0.854,56,0.834,0
1891,Q140,Q140_R8,0.884,40,0.675,1
1892,Q140,Q140_R10,0.895,6,0.758,0
1893,Q140,Q140_R11,0.887,32,0.792,1
1894,Q140,Q140_R12,0.895,34,0.704,0
1895,Q140,Q140_R22,0.828,87,0.777,0
1896,Q140,Q140_R26,0.892,74,0.697,0
1897,Q140,Q140_R28,0.938,105,0.789,1
1898,Q140,Q140_R39,0.913,123,0.793,0
1899,Q140,Q140_R49,0.877,116,0.832,0
1900,Q141,Q141_R16,0.972,332,0.242,0
1901,Q141,Q141_R18,0.853,33,0.716,0
1902,Q141,Q141_R21,0.97,274,0.687,0
1903,Q141,Q141_R31,0.958,304,0.689,0
1904,Q141,Q141_R35,0.928,248,0.748,0
1905,Q141,Q141_R38,0.944,26,0.722,0
1906,Q141,Q141_R48,0.811,53,0.79,0
1907,Q141,Q141_R52,0.905,399,0.732,0
1908,Q141,Q141_R55,0.926,306,0.452,0
1909,Q141,Q141_R58,0.93,330,0.662,0
1910,Q142,Q142_R15,0.869,67,0.736,0
1911,Q142,Q142_R23,0.857,87,0.735,0
1912,Q142,Q142_R30,0.859,117,0.818,0
1913,Q142,Q142_R36,0.914,227,0.73,0
1914,Q142,Q142_R42,0.883,9,0.739,0
1915,Q142,Q142_R44,0.912,20,0.672,0
1916,Q142,Q142_R59,0.876,2,0.641,0
1917,Q142,Q142_R61,0.864,68,0.821,1
1918,Q142,Q142_R63,0.903,126,0.738,0
1919,Q142,Q142_R67,0.954,205,0.818,0
1920,Q143,Q143_R1,0.87,281,0.66,0
1921,Q143,Q143_R7,0.874,185,0.83,0
1922,Q143,Q143_R9,0.903,158,0.664,1
1923,Q143,Q143_R12,0.818,38,0.847,1
1924,Q143,Q143_R13,0.918,168,0.735,0
1925,Q143,Q143_R14,0.855,178,0.818,0
1926,Q143,Q143_R15,0.854,68,0.846,0
1927,Q143,Q143_R16,0.88,118,0.651,0
1928,Q143,Q143_R19,0.918,289,0.601,0
1929,Q143,Q143_R21,0.863,79,0.708,0
1930,Q144,Q144_R11,0.907,2,0.853,1
1931,Q144,Q144_R14,0.806,153,0.804,0
1932,Q144,Q144_R15,0.849,28,0.912,1
1933,Q144,Q144_R22,0.887,43,0.875,1
1934,Q144,Q144_R24,0.894,67,0.878,1
1935,Q144,Q144_R31,0.858,97,0.851,1
1936,Q144,Q144_R44,0.949,82,0.765,1
1937,Q144,Q144_R47,0.843,34,0.878,1
1938,Q144,Q144_R50,0.88,41,0.857,1
1939,Q144,Q144_R57,0.828,132,0.873,1
1940,Q145,Q145_R7,0.906,287,0.672,0
1941,Q145,Q145_R15,0.925,160,0.671,0
1942,Q145,Q145_R17,0.87,53,0.902,0
1943,Q145,Q145_R19,0.865,98,0.76,0
1944,Q145,Q145_R29,0.93,12,0.826,1
1945,Q145,Q145_R30,0.933,6,0.889,0
1946,Q145,Q145_R32,0.886,167,0.834,0
1947,Q145,Q145_R33,0.835,0,0.808,0
1948,Q145,Q145_R37,0.961,133,0.647,0
1949,Q145,Q145_R38,0.875,129,0.776,0
1950,Q146,Q146_R3,0.871,258,0.726,1
1951,Q146,Q146_R4,0.872,108,0.903,1
1952,Q146,Q146_R5,0.831,140,0.77,0
1953,Q146,Q146_R7,0.873,177,0.824,1
1954,Q146,Q146_R12,0.961,207,0.581,1
1955,Q146,Q146_R13,0.884,77,0.914,0
1956,Q146,Q146_R17,0.829,105,0.844,1
1957,Q146,Q146_R22,0.882,61,0.639,0
1958,Q146,Q146_R24,0.905,230,0.7,0
1959,Q146,Q146_R26,0.884,246,0.663,0
1960,Q147,Q147_R6,0.855,205,0.813,0
1961,Q147,Q147_R7,0.9,57,0.651,0
1962,Q147,Q147_R14,0.873,170,0.821,1
1963,Q147,Q147_R22,0.843,97,0.865,0
1964,Q147,Q147_R23,0.861,263,0.795,1
1965,Q147,Q147_R26,0.816,87,0.722,1
1966,Q147,Q147_R28,0.91,34,0.713,0
1967,Q147,Q147_R30,0.84,130,0.792,0
1968,Q147,Q147_R32,0.933,16,0.806,0
1969,Q147,Q147_R36,0.895,142,0.833,0
1970,Q148,Q148_R5,0.867,65,0.862,0
1971,Q148,Q148_R7,0.89,46,0.773,0
1972,Q148,Q148_R8,0.901,66,0.778,0
1973,Q148,Q148_R11,0.867,67,0.836,0
1974,Q148,Q148_R12,0.879,144,0.822,0
1975,Q148,Q148_R19,0.849,77,0.871,0
1976,Q148,Q148_R20,0.92,91,0.74,0
1977,Q148,Q148_R26,0.928,120,0.781,0
1978,Q148,Q148_R27,0.899,182,0.898,0
1979,Q148,Q148_R31,0.859,61,0.858,0
1980,Q149,Q149_R9,0.885,79,0.764,0
1981,Q149,Q149_R19,0.881,57,0.565,0
1982,Q149,Q149_R20,0.867,99,0.859,0
1983,Q149,Q149_R21,0.901,183,0.733,0
1984,Q149,Q149_R22,0.869,13,0.485,0
1985,Q149,Q149_R23,0.873,135,0.777,1
1986,Q149,Q149_R33,0.902,70,0.598,0
1987,Q149,Q149_R37,0.957,110,0.262,0
1988,Q149,Q149_R48,0.905,223,0.766,0
1989,Q149,Q149_R50,0.921,29,0.689,0
1990,Q150,Q150_R2,0.797,87,0.879,1
1991,Q150,Q150_R3,0.869,13,0.847,0
1992,Q150,Q150_R4,0.787,34,0.87,0
1993,Q150,Q150_R5,0.812,101,0.885,0
1994,Q150,Q150_R9,0.885,168,0.842,0
1995,Q150,Q150_R14,0.837,165,0.888,0
1996,Q150,Q150_R15,0.86,33,0.817,1
1997,Q150,Q150_R17,0.808,67,0.859,0
1998,Q150,Q150_R19,0.815,94,0.878,0
1999,Q150,Q150_R23,0.888,140,0.83,0
2000,Q151,Q151_R14,0.903,85,0.891,1
2001,Q151,Q151_R15,0.953,118,0.788,0
2002,Q151,Q151_R20,0.925,3,0.758,1
2003,Q151,Q151_R23,0.86,87,0.875,1
2004,Q151,Q151_R26,0.849,42,0.894,0
2005,Q151,Q151_R32,0.905,34,0.849,0
2006,Q151,Q151_R34,0.859,197,0.825,1
2007,Q151,Q151_R38,0.915,216,0.677,1
2008,Q151,Q151_R45,0.847,44,0.857,0
2009,Q151,Q151_R50,0.853,23,0.817,1
2010,Q152,Q152_R14,0.852,238,0.886,0
2011,Q152,Q152_R35,0.872,232,0.859,0
2012,Q152,Q152_R39,0.849,36,0.828,0
2013,Q152,Q152_R50,0.848,85,0.836,0
2014,Q152,Q152_R60,0.915,187,0.734,0
2015,Q152,Q152_R61,0.966,85,0.508,0
2016,Q152,Q152_R62,0.912,99,0.757,0
2017,Q152,Q152_R66,0.846,189,0.853,0
2018,Q152,Q152_R67,0.894,128,0.839,0
2019,Q152,Q152_R70,0.888,239,0.863,0
2020,Q153,Q153_R3,0.93,310,0.754,0
2021,Q153,Q153_R7,0.929,118,0.67,0
2022,Q153,Q153_R12,0.931,234,0.683,0
2023,Q153,Q153_R25,0.944,201,0.557,0
2024,Q153,Q153_R29,0.918,432,0.712,0
2025,Q153,Q153_R31,0.926,305,0.791,0
2026,Q153,Q153_R36,0.938,294,0.669,0
2027,Q153,Q153_R40,0.893,40,0.6,1
2028,Q153,Q153_R46,0.9,62,0.426,0
2029,Q153,Q153_R52,0.952,119,0.61,0
2030,Q154,Q154_R2,0.895,107,0.53,1
2031,Q154,Q154_R6,0.925,211,0.599,1
2032,Q154,Q154_R7,0.939,341,0.603,1
2033,Q154,Q154_R17,0.927,116,0.625,1
2034,Q154,Q154_R20,0.929,426,0.614,0
2035,Q154,Q154_R22,0.941,240,0.705,1
2036,Q154,Q154_R40,0.893,71,0.565,1
2037,Q154,Q154_R43,0.952,195,0.656,1
2038,Q154,Q154_R46,0.92,6,0.556,0
2039,Q154,Q154_R62,0.909,245,0.704,1
2040,Q155,Q155_R2,0.812,161,0.853,1
2041,Q155,Q155_R6,0.806,193,0.68,1
2042,Q155,Q155_R7,0.893,126,0.869,1
2043,Q155,Q155_R8,0.864,202,0.804,1
2044,Q155,Q155_R20,0.859,51,0.816,0
2045,Q155,Q155_R23,0.914,271,0.591,1
2046,Q155,Q155_R27,0.863,9,0.868,1
2047,Q155,Q155_R30,0.887,231,0.622,1
2048,Q155,Q155_R31,0.81,85,0.893,0
2049,Q155,Q155_R33,0.818,178,0.682,1
2050,Q156,Q156_R11,0.905,291,0.835,0
2051,Q156,Q156_R13,0.836,72,0.92,0
2052,Q156,Q156_R16,0.836,72,0.742,0
2053,Q156,Q156_R18,0.882,162,0.894,0
2054,Q156,Q156_R22,0.857,191,0.839,0
2055,Q156,Q156_R23,0.874,262,0.766,0
2056,Q156,Q156_R26,0.966,336,0.771,0
2057,Q156,Q156_R35,0.827,58,0.903,0
2058,Q156,Q156_R40,0.877,165,0.762,0
2059,Q156,Q156_R46,0.9,105,0.761,0
2060,Q157,Q157_R3,0.959,332,0.576,1
2061,Q157,Q157_R9,0.958,360,0.509,1
2062,Q157,Q157_R10,0.783,54,0.715,1
2063,Q157,Q157_R11,0.885,58,0.695,1
2064,Q157,Q157_R13,0.857,92,0.621,1
2065,Q157,Q157_R20,0.93,185,0.572,0
2066,Q157,Q157_R37,0.947,118,0.526,1
2067,Q157,Q157_R40,0.918,204,0.548,1
2068,Q157,Q157_R41,0.921,93,0.574,0
2069,Q157,Q157_R46,0.962,181,0.5,0
2070,Q158,Q158_R5,0.884,272,0.707,0
2071,Q158,Q158_R12,0.774,60,0.689,1
2072,Q158,Q158_R16,0.744,48,0.743,1
2073,Q158,Q158_R32,0.893,270,0.787,0
2074,Q158,Q158_R40,0.906,54,0.61,1
2075,Q158,Q158_R47,0.879,185,0.755,0
2076,Q158,Q158_R58,0.853,61,0.689,1
2077,Q158,Q158_R60,0.886,5,0.642,0
2078,Q158,Q158_R66,0.902,71,0.775,1
2079,Q158,Q158_R74,0.886,31,0.529,0
2080,Q159,Q159_R4,0.901,140,0.842,0
2081,Q159,Q159_R6,0.913,151,0.836,0
2082,Q159,Q159_R10,0.9,159,0.793,0
2083,Q159,Q159_R13,0.909,101,0.73,1
2084,Q159,Q159_R14,0.909,210,0.785,0
2085,Q159,Q159_R19,0.916,316,0.751,0
2086,Q159,Q159_R34,0.921,107,0.816,0
2087,Q159,Q159_R35,0.927,48,0.527,0
2088,Q159,Q159_R41,0.896,218,0.818,0
2089,Q159,Q159_R45,0.911,44,0.652,0
2090,Q160,Q160_R5,0.843,6,0.872,0
2091,Q160,Q160_R15,0.943,281,0.58,0
2092,Q160,Q160_R17,0.877,237,0.811,0
2093,Q160,Q160_R25,0.896,57,0.885,1
2094,Q160,Q160_R27,0.791,27,0.925,0
2095,Q160,Q160_R28,0.812,93,0.804,0
2096,Q160,Q160_R29,0.849,50,0.899,0
2097,Q160,Q160_R33,0.897,205,0.794,0
2098,Q160,Q160_R53,0.905,166,0.786,0
2099,Q160,Q160_R55,0.787,11,0.859,0
2100,Q161,Q161_R4,0.838,109,0.886,0
2101,Q161,Q161_R13,0.851,254,0.859,1
2102,Q161,Q161_R15,0.857,10,0.863,1
2103,Q161,Q161_R16,0.858,68,0.917,0
2104,Q161,Q161_R35,0.827,109,0.862,1
2105,Q161,Q161_R54,0.885,186,0.738,0
2106,Q161,Q161_R59,0.826,63,0.869,0
2107,Q161,Q161_R71,0.823,102,0.89,0
2108,Q161,Q161_R75,0.925,193,0.87,1
2109,Q161,Q161_R99,0.83,26,0.904,1
2110,Q162,Q162_R9,0.938,175,0.754,1
2111,Q162,Q162_R13,0.833,3,0.678,0
2112,Q162,Q162_R17,0.897,290,0.663,1
2113,Q162,Q162_R25,0.887,250,0.77,0
2114,Q162,Q162_R30,0.942,100,0.549,0
2115,Q162,Q162_R39,0.94,344,0.612,0
2116,Q162,Q162_R40,0.926,175,0.651,0
2117,Q162,Q162_R41,0.9,238,0.485,0
2118,Q162,Q162_R47,0.927,392,0.728,0
2119,Q163,Q163_R10,0.918,235,0.736,0
2120,Q163,Q163_R17,0.873,26,0.887,0
2121,Q163,Q163_R22,0.899,358,0.663,0
2122,Q163,Q163_R24,0.914,376,0.611,0
2123,Q163,Q163_R30,0.931,246,0.776,0
2124,Q163,Q163_R36,0.886,289,0.687,0
2125,Q163,Q163_R42,0.88,296,0.735,0
2126,Q163,Q163_R52,0.857,7,0.824,0
2127,Q163,Q163_R54,0.825,224,0.775,0
2128,Q163,Q163_R57,0.878,269,0.872,0
2129,Q164,Q164_R5,0.933,125,0.452,0
2130,Q164,Q164_R7,0.958,99,0.509,0
2131,Q164,Q164_R14,0.952,24,0.613,0
2132,Q164,Q164_R19,0.884,235,0.713,0
2133,Q164,Q164_R24,0.94,289,0.695,0
2134,Q164,Q164_R29,0.884,286,0.779,0
2135,Q164,Q164_R30,0.918,175,0.818,0
2136,Q164,Q164_R37,0.845,262,0.737,0
2137,Q164,Q164_R41,0.908,325,0.742,0
2138,Q164,Q164_R46,0.905,300,0.813,0
2139,Q165,Q165_R2,0.859,32,0.673,1
2140,Q165,Q165_R9,0.831,5,0.795,1
2141,Q165,Q165_R14,0.847,122,0.813,0
2142,Q165,Q165_R44,0.966,150,0.78,1
2143,Q165,Q165_R48,0.923,264,0.535,0
2144,Q165,Q165_R54,0.86,83,0.761,0
2145,Q165,Q165_R56,0.934,105,0.792,1
2146,Q165,Q165_R60,0.866,41,0.679,0
2147,Q165,Q165_R87,0.974,15,0.662,0
2148,Q165,Q165_R95,0.914,10,0.683,0
2149,Q166,Q166_R6,0.821,48,0.782,1
2150,Q166,Q166_R7,0.839,1,0.693,1
2151,Q166,Q166_R10,0.875,248,0.784,1
2152,Q166,Q166_R14,0.826,41,0.657,1
2153,Q166,Q166_R16,0.921,270,0.678,0
2154,Q166,Q166_R17,0.933,114,0.466,0
2155,Q166,Q166_R20,0.902,157,0.688,0
2156,Q166,Q166_R26,0.889,36,0.713,0
2157,Q166,Q166_R28,0.927,221,0.706,0
2158,Q166,Q166_R29,0.909,123,0.721,0
2159,Q167,Q167_R9,0.879,204,0.692,0
2160,Q167,Q167_R12,0.916,157,0.68,0
2161,Q167,Q167_R15,0.924,33,0.45,0
2162,Q167,Q167_R38,0.928,193,0.723,0
2163,Q167,Q167_R41,0.929,216,0.612,0
2164,Q167,Q167_R42,0.957,188,0.192,0
2165,Q167,Q167_R52,0.895,134,0.54,0
2166,Q167,Q167_R53,0.887,164,0.75,0
2167,Q167,Q167_R58,0.9,101,0.741,0
2168,Q167,Q167_R75,0.846,244,0.802,0
2169,Q168,Q168_R1,0.829,74,0.782,1
2170,Q168,Q168_R3,0.889,283,0.774,1
2171,Q168,Q168_R33,0.812,9,0.793,1
2172,Q168,Q168_R40,0.878,176,0.818,1
2173,Q168,Q168_R42,0.905,168,0.632,1
2174,Q168,Q168_R44,0.889,13,0.665,0
2175,Q168,Q168_R59,0.891,134,0.736,0
2176,Q168,Q168_R63,0.862,32,0.699,0
2177,Q168,Q168_R66,0.857,67,0.56,0
2178,Q168,Q168_R69,0.922,100,0.601,1
2179,Q169,Q169_R8,0.893,96,0.629,0
2180,Q169,Q169_R18,0.892,45,0.589,1
2181,Q169,Q169_R19,0.83,65,0.625,1
2182,Q169,Q169_R23,0.857,7,0.666,1
2183,Q169,Q169_R35,0.959,162,0.789,1
2184,Q169,Q169_R40,0.884,229,0.798,1
